date,Battery (Charging) -  GWh,Pumps -  GWh,Coal -  GWh,Bioenergy -  GWh,Distillate -  GWh,Gas -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar -  GWh,Wind (Curtailment) -  GWh,Solar (Curtailment) -  GWh,Coal Emissions Vol - tCO₂e,Bioenergy Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal Market Value - AUD,Bioenergy Market Value - AUD,Distillate Market Value - AUD,Gas Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar Market Value - AUD
2007-08-01,0.00,-160.36,15501.08,0.00,3.34,1467.21,0.00,982.92,8.00,0.00,0.00,0.00,16111836.84,0.00,3506.21,787822.48,949.50,42.84,0.00,4634577.46,702149826.55,0.00,108933.38,73464241.11,0.00,47163940.99,346773.27,0.00
2007-09-01,0.00,-164.82,14153.88,0.00,9.08,1265.73,0.00,1046.44,13.29,0.00,0.00,0.00,14704107.05,0.00,9494.82,689479.85,943.61,48.74,0.00,5167689.05,727585797.43,0.00,470763.52,67706492.57,0.00,63341499.96,589361.28,0.00
2007-10-01,0.00,-176.06,14477.53,0.00,5.36,1404.31,0.00,1104.11,14.66,0.00,0.00,0.00,14998173.91,0.00,5725.52,747149.74,935.90,42.32,0.00,5140425.60,661235381.41,0.00,729686.69,68549778.23,0.00,60447390.24,586837.44,0.00
2007-11-01,0.00,-148.71,14364.57,0.00,3.26,1631.93,0.00,814.14,9.90,0.00,0.00,0.00,14760647.90,0.00,3411.18,912474.81,940.12,47.18,0.00,3881063.17,753272824.23,0.00,357069.22,95499825.73,0.00,51075784.83,467787.29,0.00
2007-12-01,0.00,-158.86,14569.01,0.00,6.35,1699.57,0.00,818.13,15.99,0.00,0.00,0.00,14914122.73,0.00,6650.13,935151.34,935.44,46.67,0.00,4162334.21,743838837.66,0.00,749676.90,101137566.14,0.00,49057690.17,719858.07,0.00
2008-01-01,0.00,-170.86,15368.46,0.00,19.57,1550.41,0.00,868.19,31.08,0.00,0.00,0.00,15807736.93,0.00,20703.09,840187.66,943.50,34.45,0.00,3754840.29,576816603.53,0.00,2265128.12,69293845.66,0.00,43796170.57,1145647.49,0.00
2008-02-01,0.00,-119.69,14327.20,0.00,16.11,1338.64,0.00,729.23,41.09,0.00,0.00,0.00,14833023.27,0.00,17002.04,716448.95,953.09,56.69,0.00,2517275.28,915743291.42,0.00,24633304.59,241832199.64,0.00,44965573.61,3565136.13,0.00
2008-03-01,0.00,-118.09,14918.40,0.00,5.38,1596.46,0.00,898.61,40.61,0.00,0.00,0.00,15428572.35,0.00,5929.09,870414.28,940.23,42.94,0.00,2672502.19,646138720.88,0.00,4874566.99,170799137.42,0.00,60000316.92,5585205.97,0.00
2008-04-01,0.00,-66.36,14084.06,0.00,0.84,1477.53,0.00,908.42,38.39,0.00,0.00,0.00,14449471.34,0.00,872.79,808058.40,927.96,39.45,0.00,1587690.30,546590003.18,0.00,28012.30,96589117.40,0.00,47554470.76,3211325.62,0.00
2008-05-01,0.00,-97.43,14787.00,0.00,1.24,1827.13,0.00,1101.30,40.45,0.00,0.00,0.00,15118628.97,0.00,1286.20,983084.48,911.85,45.20,0.00,2694012.14,659426039.84,0.00,70255.01,120222044.56,0.00,67196381.67,2625677.10,0.00
2008-06-01,0.00,-117.55,14750.90,0.00,4.96,1654.21,0.00,1070.82,69.11,0.00,0.00,0.00,15232104.47,0.00,5183.12,891733.55,925.23,39.64,0.00,2877707.40,597929836.00,0.00,503740.03,106648832.18,0.00,54474267.93,3040158.93,0.00
2008-07-01,0.00,-104.39,16201.81,0.00,0.45,1568.50,0.00,1214.07,93.22,0.00,0.00,0.00,16657468.21,0.00,486.53,833648.97,921.89,45.64,0.00,2411737.27,744723800.96,0.00,1072429.37,96499222.55,0.00,68110566.55,3512095.95,0.00
2008-08-01,0.00,-88.92,16131.93,0.00,0.49,1653.42,0.00,1044.87,83.27,0.00,0.00,0.00,16676426.31,0.00,498.40,891103.10,933.23,37.37,0.00,2107051.46,597550748.28,0.00,15230.60,69249435.31,0.00,54489707.24,2968900.53,0.00
2008-09-01,0.00,-90.14,14382.31,0.00,0.17,1377.14,0.00,1029.11,93.90,0.00,0.00,0.00,14878422.80,0.00,164.69,727102.55,929.33,33.00,0.00,1915518.01,478105940.76,0.00,5533.84,49906534.27,0.00,45452684.26,2559379.23,0.00
2008-10-01,0.00,-121.59,14623.31,0.00,2.31,1329.98,0.00,1005.36,79.53,0.00,0.00,0.00,15187392.56,0.00,2385.07,721070.85,940.42,57.59,0.00,3064970.62,878064063.79,0.00,1642369.44,101562639.83,0.00,127615239.28,10991682.56,0.00
2008-11-01,0.00,-146.55,14535.30,0.00,2.31,1295.94,0.00,720.50,80.19,0.00,0.00,0.00,15021029.55,0.00,2411.93,687714.64,952.90,33.17,0.00,3339450.78,498135707.62,0.00,533753.55,51356449.62,0.00,32559024.73,2777178.23,0.00
2008-12-01,0.00,-138.05,15024.71,0.00,6.51,1245.49,0.00,679.28,85.06,0.00,0.00,0.00,15606649.43,0.00,6826.43,653035.08,962.34,29.54,0.00,2793428.67,432142542.14,0.00,330864.31,56882155.73,0.00,25213764.18,3264894.79,0.00
2009-01-01,0.00,-16.33,15141.58,0.00,12.86,1705.52,0.00,1019.95,84.54,0.00,0.00,0.00,15662150.93,0.00,13944.11,933682.59,925.43,78.36,0.00,350010.73,1162664421.13,0.00,15867471.85,458754572.93,0.00,218442905.22,16758595.78,0.00
2009-02-01,0.00,-43.97,13937.36,0.00,2.81,1536.49,0.00,868.53,82.65,0.00,0.00,0.00,14428191.66,0.00,2990.63,814624.65,930.54,36.77,0.00,1021879.16,559084725.22,0.00,941885.27,83662391.91,0.00,48478200.20,2855990.41,0.00
2009-03-01,0.00,-9.41,14993.14,0.00,1.74,1317.96,0.00,696.80,79.17,0.00,0.00,0.00,15595294.62,0.00,1815.16,679217.90,952.98,25.57,0.00,169689.59,388999704.34,0.00,290959.49,43225231.63,0.00,24793253.61,1976701.09,0.00
2009-04-01,0.00,-1.27,13690.86,0.00,2.57,1472.59,0.00,797.85,74.95,0.00,0.00,0.00,14182227.02,0.00,2689.18,764221.90,932.13,36.55,0.00,20808.71,495355115.05,0.00,176155.05,61631063.71,0.00,50298978.68,2480002.60,0.00
2009-05-01,0.00,-5.15,14579.88,0.00,4.19,1602.42,0.00,950.74,68.91,0.00,0.00,0.00,15103909.72,0.00,4389.95,813738.70,925.65,30.91,0.00,105116.96,442196746.93,0.00,110505.87,54937126.08,0.00,41844622.10,2072261.42,0.00
2009-06-01,0.00,-3.32,14973.00,0.00,0.31,1552.32,0.00,1007.48,102.69,0.00,0.00,0.00,15464402.77,0.00,312.53,801068.18,922.49,40.23,0.00,55382.51,487270768.97,0.00,10319.83,75377534.52,0.00,135245250.80,2738444.23,0.00
2009-07-01,0.00,-15.43,15314.42,48.21,1.90,1502.98,0.00,1331.63,411.67,0.00,0.00,0.00,15795624.57,4473.68,1980.44,780141.32,891.74,29.25,0.00,309345.12,449664079.53,1337521.50,125630.42,51353920.48,0.00,42789067.07,10296436.97,0.00
2009-08-01,0.00,-27.04,14584.84,47.69,0.18,1353.53,0.00,1329.56,511.20,0.00,0.00,0.00,15122536.82,4527.96,172.00,674321.03,887.73,23.42,0.00,494370.50,349506975.85,1143609.87,4411.39,34149857.89,0.00,31000077.08,10543676.50,0.00
2009-09-01,0.00,-13.59,13247.05,51.30,3.18,1581.57,0.00,1277.49,452.16,0.00,0.00,0.00,13869110.71,4883.43,1982.31,804572.96,884.41,24.38,0.00,287342.72,328727707.41,1267632.53,87280.75,41901357.99,0.00,30204029.64,10507551.03,0.00
2009-10-01,0.00,-21.81,13854.64,46.31,5.63,1802.49,0.00,972.88,383.79,0.00,0.00,0.00,14487153.34,4042.42,5914.97,921014.96,904.61,26.41,0.00,429216.73,373589901.02,1243187.58,141277.41,52908315.20,0.00,27613892.51,9794164.96,0.00
2009-11-01,0.00,-69.15,14151.45,13.89,18.56,2111.29,0.00,970.92,326.25,0.00,0.00,0.00,14608877.00,385.69,19622.92,1137018.80,899.72,76.29,0.00,1371280.66,1179045007.90,1252383.76,23323298.37,410040708.12,0.00,161053126.54,39154495.24,0.00
2009-12-01,0.00,-82.55,14719.75,11.94,7.01,1796.39,0.00,870.23,354.60,0.00,0.00,0.00,15197070.69,247.03,7273.89,938478.06,913.21,48.02,0.00,1562475.44,828193936.69,478435.48,2502198.08,126770621.47,0.00,138219082.13,13986703.12,0.00
2010-01-01,0.00,-29.86,14995.23,14.30,5.92,1815.04,0.00,947.55,366.90,0.00,0.00,0.00,15491268.47,292.95,6256.87,951222.80,908.03,73.84,0.00,591118.72,875073922.00,1053290.15,11592141.50,246655423.32,0.00,125951713.03,37302868.18,0.00
2010-02-01,0.00,-21.62,13663.38,13.75,3.31,1858.94,0.00,936.22,353.81,0.00,0.00,0.00,14092940.82,280.78,3660.29,970046.51,896.43,74.44,0.00,439625.96,803964641.56,591331.99,9137985.05,259568906.42,0.00,110942810.95,22027146.19,0.00
2010-03-01,0.00,-4.35,14722.79,14.93,0.79,1707.99,0.00,816.46,319.24,0.00,0.00,0.00,15321053.07,307.62,878.87,881319.44,921.82,25.59,0.00,59688.67,367021971.63,379226.11,25211.55,44837980.37,0.00,24981309.02,7076387.13,0.00
2010-04-01,0.00,-3.61,13179.53,-0.38,0.59,1741.34,0.00,988.77,315.50,0.00,0.00,0.00,13584979.03,0.00,650.60,907795.94,893.46,38.48,0.00,57727.15,470933747.65,0.00,120921.74,75281627.15,0.00,83495820.96,9465120.92,0.00
2010-05-01,0.00,-27.87,14008.17,-0.58,1.91,1995.62,0.00,1259.07,276.17,0.00,0.00,0.00,14353688.20,0.18,2007.76,1005957.81,877.18,29.36,0.00,613623.02,374064233.06,157.29,42152.47,57190538.46,0.00,59839737.96,7590152.12,0.00
2010-06-01,0.00,-6.57,14234.22,31.51,0.41,2118.14,0.00,1348.70,306.31,0.00,0.00,0.00,14698196.40,2936.90,446.51,1060522.83,874.08,31.14,0.00,135303.43,422406806.67,726532.25,19931.27,67931805.32,0.00,50518406.46,9261288.39,0.00
2010-07-01,0.00,-1.90,14897.86,44.11,0.17,2145.95,0.00,1440.71,294.21,0.00,0.00,0.00,15420766.85,4054.40,183.81,1067257.56,876.26,26.70,0.00,34331.72,385106358.45,921524.91,-7109.20,57610592.81,0.00,41976508.32,7051502.48,0.00
2010-08-01,0.00,-2.03,14134.93,24.66,1.86,2167.50,0.00,1599.59,549.92,0.00,0.00,0.00,14680725.17,1958.00,1964.86,1087247.24,853.62,32.22,0.00,29173.41,412817005.58,501430.11,47307.67,70919985.78,0.00,71648200.00,14996980.83,0.00
2010-09-01,0.00,-2.84,12732.68,14.21,3.78,2110.54,0.00,1672.43,413.18,0.00,0.00,0.00,13293902.19,1311.32,4003.99,1052878.11,847.03,23.19,0.00,53140.27,291352017.45,302988.52,89154.53,49144170.69,0.00,37275324.69,8903718.67,0.00
2010-10-01,0.00,-0.79,12808.78,40.90,0.16,1969.79,0.00,1523.67,432.66,0.00,0.00,0.00,13371844.25,3716.39,181.72,1013510.74,857.77,21.44,0.00,14914.03,268727533.21,788439.44,30236.03,44188712.47,0.00,30621938.09,6336856.59,0.00
2010-11-01,0.00,-2.14,12519.49,9.82,0.40,1938.01,0.00,1652.36,371.55,0.00,0.00,0.00,13051414.77,1210.77,461.39,987368.35,851.48,21.38,0.00,28159.78,252367193.11,135100.37,91522.88,43773427.11,0.00,37046084.45,6618813.38,0.00
2010-12-01,0.00,-14.41,12697.92,1.43,0.54,2059.03,0.00,1569.77,469.58,0.00,0.00,0.00,13213215.15,55.75,580.92,1019285.69,848.03,21.16,0.00,223630.35,263505861.43,36197.74,18425.07,45344262.40,0.00,30041893.81,7436290.39,0.00
2011-01-01,0.00,-86.12,13861.25,0.45,23.14,2278.15,0.00,1106.67,380.18,0.00,0.00,0.00,14321879.31,36.12,24376.81,1183969.74,884.22,61.74,0.00,1966397.20,659111780.10,55712.44,7651473.29,263479501.77,0.00,87123604.83,16714699.97,0.00
2011-02-01,0.00,-95.82,12935.45,4.47,8.13,2130.69,0.00,1150.66,400.15,0.00,0.00,0.00,13333097.03,208.14,8525.70,1091722.84,872.98,121.87,0.00,2826717.07,1358303428.94,1314956.52,14443070.37,308729887.63,0.00,232123907.61,19312663.29,0.00
2011-03-01,0.00,-19.58,13915.59,-0.38,1.21,1995.46,0.00,951.98,473.36,0.00,0.00,0.00,14398826.01,0.00,1480.47,1012093.57,889.98,26.84,0.00,373590.58,370157255.87,0.00,37493.98,53616654.69,0.00,26026598.01,10178616.42,0.00
2011-04-01,0.00,-3.82,13075.26,-0.23,0.11,1591.71,0.00,880.56,373.37,0.00,0.00,0.00,13510571.59,0.02,112.89,807758.14,899.57,26.29,0.00,83992.02,339794869.22,28.46,3071.15,42426749.92,0.00,23992504.38,9567250.02,0.00
2011-05-01,0.00,-7.76,14158.32,7.43,0.14,1913.94,0.00,1233.52,380.26,0.00,0.00,0.00,14539151.32,645.26,172.06,961340.63,876.48,31.64,0.00,199258.38,432607222.28,214650.95,10621.15,62919423.61,0.00,47743646.68,11140527.27,0.00
2011-06-01,0.00,-14.00,14210.06,45.86,0.15,1780.46,0.00,1301.59,588.72,0.00,0.00,0.00,14619675.55,3606.27,168.79,891358.99,866.13,28.16,0.00,307880.63,389852211.89,1162669.35,5500.97,52061966.78,0.00,40137374.57,16291054.74,0.00
2011-07-01,0.00,-19.53,14534.96,59.67,0.14,1966.38,0.00,1452.50,601.76,0.00,0.00,0.00,14976439.73,4214.45,145.25,1001552.90,859.46,30.94,0.00,481471.72,431943031.93,1567090.02,8080.75,66583920.39,0.00,49444720.99,17343662.44,0.00
2011-08-01,0.00,-5.25,13880.07,60.93,0.03,2015.99,0.00,1281.55,440.53,0.00,0.00,0.00,14356688.85,4842.81,30.99,1008146.06,869.63,30.69,0.00,123509.88,417952456.76,1755935.35,1223.92,65670063.80,0.00,39850246.90,13225256.00,0.00
2011-09-01,0.00,-5.05,13003.93,59.51,0.16,1559.18,0.00,1177.55,621.13,0.00,0.00,0.00,13582836.72,5238.21,174.42,809276.19,877.02,29.56,0.00,115630.07,372766787.36,1744430.94,30304.75,51868069.94,0.00,33744294.94,18031223.83,0.00
2011-10-01,0.00,-5.46,13449.98,61.88,0.57,1646.15,0.00,962.27,474.41,0.00,0.00,0.00,14129560.35,5194.81,671.54,855650.19,903.63,28.69,0.00,111272.87,363064784.63,1691519.20,400284.23,55172200.84,0.00,30096398.17,13979924.29,0.00
2011-11-01,0.00,-20.19,12954.42,57.56,1.07,2139.92,0.00,1023.93,458.14,0.00,0.00,0.00,13573444.88,5203.44,1137.86,1080515.93,882.36,34.37,0.00,508474.68,428479088.72,1982905.30,25885.16,78927673.85,0.00,39875343.11,13800839.24,0.00
2011-12-01,0.00,-18.76,13035.91,32.45,0.05,2003.18,0.00,867.58,474.00,0.00,0.00,0.00,13713239.63,2220.95,47.26,989764.02,896.97,25.23,0.00,397642.58,322323275.51,845861.23,1397.87,51946110.19,0.00,22614123.47,10407479.14,0.00
2012-01-01,0.00,-32.25,13818.43,15.29,3.90,2154.27,0.00,792.60,645.14,0.00,0.00,0.00,14378570.61,316.95,4120.06,1081085.66,888.87,28.17,0.00,551146.98,369606030.12,402149.26,245746.22,68102770.31,0.00,28151009.91,15610030.06,0.00
2012-02-01,0.00,-12.82,13204.41,16.68,2.00,1998.16,0.00,838.88,423.96,0.00,0.00,0.00,13760244.68,342.80,2111.87,992747.20,895.83,28.97,0.00,241624.63,369575761.81,525630.33,111993.71,63477130.66,0.00,27365496.45,10923178.41,0.00
2012-03-01,0.00,-6.20,13108.67,14.67,0.84,1946.02,0.00,1104.08,504.17,0.00,0.00,0.00,13624680.59,304.10,901.11,967890.35,875.33,26.49,0.00,109470.42,336049051.12,426866.15,32855.11,55191757.13,0.00,32012988.02,12311181.22,0.00
2012-04-01,0.00,-3.01,12182.62,-0.53,0.18,2028.13,0.00,1129.19,361.01,0.00,0.00,0.00,12681195.00,0.27,174.96,1011277.84,872.28,32.60,0.00,69216.76,390193085.63,335.96,6568.30,64474283.22,0.00,41421520.43,9509321.14,0.00
2012-05-01,0.00,-7.22,13847.11,-0.77,0.19,1797.56,0.00,1166.10,471.84,0.00,0.00,0.00,14431318.70,6.03,234.19,883720.03,886.57,28.11,0.00,128516.75,380208051.24,962.57,7234.76,50315651.45,0.00,36658286.08,13117120.05,0.00
2012-06-01,0.00,-24.64,13282.09,7.28,0.29,2000.86,0.00,1562.96,573.41,0.00,0.00,0.00,13588495.58,587.88,259.85,1009901.15,838.93,36.39,0.00,657769.33,479342021.64,286035.79,10706.79,70306353.97,0.00,60029595.05,16841780.45,0.00
2012-07-01,0.00,-16.58,13052.83,5.25,0.80,2326.96,0.00,2027.02,464.40,0.00,0.00,0.00,13248484.05,486.80,786.66,1175987.88,807.68,70.37,0.00,917211.26,891754777.43,384480.88,115846.40,178893086.42,0.00,144413076.20,30901740.77,0.00
2012-08-01,0.00,-14.07,12885.86,48.60,3.57,2042.51,0.00,1910.27,700.37,0.00,0.00,0.00,13153045.07,4474.49,3865.71,1054170.01,808.75,56.85,0.00,759144.68,725317863.08,2640459.55,310.97,121741739.45,0.00,100975898.29,38490257.24,0.00
2012-09-01,0.00,-16.08,11582.68,60.56,2.60,1832.79,0.00,1714.42,587.82,0.00,0.00,0.00,11905114.93,5025.70,2755.76,939522.18,815.26,52.64,0.00,799483.57,612795695.86,3231431.85,127221.95,98072905.98,0.00,79769392.65,27537734.52,0.00
2012-10-01,0.00,-14.69,11783.45,67.40,0.31,2267.25,0.00,1475.17,503.17,0.00,0.00,0.00,12180453.84,5841.65,335.24,1125711.33,827.78,53.94,0.00,771293.04,635703313.76,3558856.65,21399.80,120898533.54,0.00,72657196.95,24947108.79,0.00
2012-11-01,0.00,-8.94,12146.49,64.40,2.49,2075.26,0.00,1133.60,494.28,0.00,0.00,0.00,12417027.35,5410.14,2646.73,1028664.35,845.74,67.75,0.00,469415.16,775697193.85,3501342.02,515089.16,145823509.10,0.00,96998014.46,30409582.00,0.00
2012-12-01,0.00,-8.71,12607.38,35.45,10.03,2003.60,0.00,1115.93,622.91,0.00,0.00,0.00,12891685.83,2264.15,10540.05,991318.67,848.00,54.42,0.00,422351.52,676033194.03,2174289.21,1258912.80,116358741.55,0.00,56361024.31,32175782.03,0.00
2013-01-01,0.00,-23.82,13123.97,15.84,37.45,2319.18,0.00,1260.90,555.97,0.00,0.00,0.00,13464787.63,504.98,39366.04,1155795.97,847.94,86.32,0.00,1903492.99,1070027780.36,2208959.51,10281473.41,270545840.10,0.00,88222000.48,28617135.28,0.00
2013-02-01,0.00,-14.39,11622.06,20.19,2.32,2112.14,0.00,1303.78,509.28,0.00,0.00,0.00,12018119.39,580.78,2491.51,1044897.78,839.97,55.50,0.00,695488.24,635637334.60,1248540.95,274330.15,126601446.26,0.00,68782343.31,26608075.40,0.00
2013-03-01,0.00,-17.29,12792.92,22.13,1.39,2040.19,0.00,1243.65,616.94,0.00,0.00,0.00,13225753.66,672.89,1452.10,1017414.42,853.02,59.90,0.00,873369.25,749029519.93,1697730.52,175355.50,134759889.70,0.00,70853390.46,30262203.73,0.00
2013-04-01,0.00,-2.46,11887.49,8.61,0.52,1684.28,0.00,1353.12,464.23,0.00,0.00,0.00,12188847.29,403.48,558.94,845411.29,846.67,55.10,0.00,121380.53,638469969.01,516017.21,111436.40,103259492.81,0.00,65717231.10,24907968.36,0.00
2013-05-01,0.00,-6.95,12833.67,11.64,3.75,1673.01,0.00,1564.37,635.78,0.00,0.00,0.00,13110847.46,532.34,3318.63,868067.64,836.53,60.25,0.00,346226.52,725028293.16,731340.17,456187.20,137768296.96,0.00,79724017.78,41008229.38,0.00
2013-06-01,0.00,-4.98,12915.56,24.69,1.09,1847.20,0.00,1532.94,489.50,0.00,0.00,0.00,13201067.85,560.38,1117.24,956314.15,842.50,64.12,0.00,254010.06,783021457.99,1614478.80,734283.40,151013893.97,0.00,88568811.35,31514089.50,0.00
2013-07-01,0.00,-4.45,12806.55,30.49,0.22,1831.97,0.00,1903.63,747.14,0.00,0.00,0.00,13068577.44,617.93,236.58,905286.25,807.06,60.08,0.00,219482.87,760314002.65,1845757.23,26553.30,120572435.98,0.00,105428304.63,42137894.00,0.00
2013-08-01,0.00,-2.15,12098.47,49.86,17.46,1913.77,0.00,1762.51,1021.99,0.00,0.00,0.00,12425118.61,4183.07,12387.39,949244.76,794.15,57.54,0.00,99856.59,681912379.99,3079786.09,986902.48,125307745.82,0.00,88721212.93,58147782.61,0.00
2013-09-01,0.00,-3.06,10957.55,61.07,21.64,1832.48,0.00,1671.43,799.06,0.00,0.00,0.00,11192110.40,5220.62,15346.26,916790.90,790.70,52.95,0.00,147764.83,577172333.48,3349650.39,1162914.94,103408156.68,0.00,77884977.38,40994207.87,0.00
2013-10-01,0.00,-1.66,11534.60,35.98,3.45,1711.66,0.00,1779.90,869.25,0.00,0.00,0.00,11830042.07,2258.36,2457.66,830418.17,794.89,53.95,0.00,85094.53,623301646.23,2036449.00,190084.15,101541071.20,0.00,78431613.49,42615828.47,0.00
2013-11-01,0.00,-3.70,11437.74,10.48,0.19,1800.84,0.00,1575.74,638.65,0.00,0.00,0.00,11852717.86,478.51,207.95,859406.68,822.31,50.41,0.00,185874.65,574309020.12,569303.76,10039.12,94178766.65,0.00,75825636.91,30508027.57,0.00
2013-12-01,0.00,-2.95,11846.28,14.03,0.80,1924.28,0.00,1619.48,643.54,0.00,0.00,0.00,12254118.51,636.88,816.82,940314.35,822.41,61.59,0.00,136622.79,685777066.43,826873.92,758812.96,155146849.10,0.00,89879743.78,34814119.10,0.00
2014-01-01,0.00,-20.52,12871.73,20.99,6.44,2331.88,0.00,1161.13,734.66,0.00,0.00,0.00,13242584.74,772.19,6733.89,1172201.07,843.10,75.12,0.00,912688.69,870414507.34,1676493.44,2792446.52,248820692.12,0.00,83471546.62,42644178.53,0.00
2014-02-01,0.00,-12.24,11703.01,24.03,3.90,2057.20,0.00,1033.55,603.33,0.00,0.00,0.00,12004546.31,605.90,4037.98,1034795.82,846.31,54.68,0.00,561677.94,626821013.12,1467646.66,431484.42,126565003.33,0.00,50204452.31,29778260.79,0.00
2014-03-01,0.00,-7.57,12518.76,24.37,2.01,2148.76,0.00,1007.30,524.58,0.00,0.00,0.00,12874485.17,566.71,2283.35,1083010.35,860.78,48.46,0.00,320429.02,604144885.14,1203622.38,107654.69,105601145.60,0.00,46442211.26,23657874.19,0.00
2014-04-01,0.00,-2.91,11506.93,-0.23,1.65,2043.35,0.00,1116.47,552.76,0.00,0.00,0.00,11899949.50,2.22,1730.56,1030220.67,849.78,47.53,0.00,133786.68,548009016.72,4886.89,111762.16,98642026.72,0.00,44404527.41,23849911.53,0.00
2014-05-01,0.00,-9.30,11855.86,8.94,2.29,2268.42,0.00,1512.28,626.52,0.00,0.00,0.00,12115941.44,413.45,2375.34,1136731.96,814.97,50.03,0.00,416447.80,596794274.87,490334.45,159836.98,115290865.99,0.00,62730859.95,29182010.75,0.00
2014-06-01,0.00,-4.59,11493.20,26.28,0.95,2310.21,0.00,1675.78,837.85,0.00,0.00,0.00,11713648.48,1536.61,1001.03,1124969.41,785.89,50.38,0.00,202277.69,574114435.94,1308467.95,58148.40,122443881.99,0.00,77875507.89,37766783.12,0.00
2014-07-01,0.00,-15.80,12797.06,61.74,0.45,2192.45,0.00,1461.88,1039.51,0.00,0.00,0.00,13098826.36,5265.48,458.82,1091259.60,809.47,40.16,0.00,413001.94,497409169.00,2025335.61,92144.19,95740707.02,0.00,55096854.18,37161345.95,0.00
2014-08-01,0.00,-16.37,12834.32,46.99,0.17,2095.94,0.00,1355.04,566.86,0.00,0.00,0.00,13160086.71,4356.47,189.28,1053710.25,842.17,34.58,0.00,422491.67,425706078.72,1253963.18,18927.36,73497437.84,0.00,50606636.59,18809335.00,0.00
2014-09-01,0.00,-9.53,11655.64,57.85,0.15,1635.11,0.00,1100.30,764.61,0.00,0.00,0.00,11949627.18,4834.55,158.13,869870.86,843.49,38.37,0.00,325523.95,432128249.93,1917671.36,16608.57,66313238.05,0.00,45002811.85,25879469.80,0.00
2014-10-01,0.00,-4.21,11903.46,60.93,0.14,1832.34,0.00,970.01,782.42,0.00,0.00,0.00,12370987.51,5442.95,158.83,956562.01,857.71,28.95,0.00,79407.35,331691006.05,1403121.45,13301.69,49594987.64,0.00,32530382.37,21249476.61,0.00
2014-11-01,0.00,-11.32,11721.15,41.10,2.62,2325.43,0.00,752.58,744.83,0.00,0.00,0.00,12092146.66,3299.58,2769.29,1186138.94,852.85,34.29,0.00,244547.49,383850882.86,1395523.47,286897.82,82888140.66,0.00,30030573.92,21800233.07,0.00
2014-12-01,0.00,-4.28,12402.25,4.50,6.43,2065.04,0.00,750.18,729.31,0.00,0.00,0.00,12745712.82,217.97,6739.72,1059729.56,865.80,56.53,0.00,85965.13,639302425.84,292008.91,13437894.94,168375466.67,0.00,34754210.82,20392378.58,0.00
2015-01-01,0.00,-15.99,12941.20,14.86,15.63,1974.65,0.00,885.29,892.01,0.00,0.00,0.00,13336188.60,524.89,16383.36,1012709.08,859.83,61.80,0.00,402195.55,725357858.53,1036543.88,11910589.04,196823529.04,0.00,39603908.77,24687230.28,0.00
2015-02-01,0.00,-6.21,11936.51,17.26,2.68,1837.23,0.00,826.84,681.01,0.00,0.00,0.00,12257657.28,413.03,2813.23,938996.55,863.00,34.99,0.00,164898.89,391574626.51,621431.87,217377.75,73533735.24,0.00,33065839.38,23683015.33,0.00
2015-03-01,0.00,-14.41,12677.07,25.19,5.94,2039.10,0.00,887.49,752.17,60.62,0.00,0.00,13036011.96,760.30,6227.32,1051652.75,857.70,62.91,0.00,323938.17,715611396.77,3417769.20,15556724.49,206469232.77,0.00,45124327.31,20387580.16,2925511.22
2015-04-01,0.00,-13.90,11928.16,5.65,1.07,1677.39,0.00,992.24,706.62,162.08,0.00,0.00,12284829.60,272.41,1114.10,875586.53,851.38,34.90,0.00,380746.46,394375422.96,178395.08,104889.79,61491022.12,0.00,40086544.64,22368405.18,5526903.13
2015-05-01,0.00,-7.80,12668.80,3.43,0.36,1612.12,0.00,1210.02,1042.78,155.40,0.00,0.00,12948167.77,169.49,295.19,851575.97,827.10,33.49,0.00,183418.90,413644213.76,116387.35,39266.06,57900379.85,0.00,40902296.17,29129645.23,4882857.30
2015-06-01,0.00,-11.52,12940.46,23.69,0.83,1761.51,0.00,1469.31,703.49,126.91,0.00,0.00,13150104.11,1920.91,892.08,914211.67,826.76,37.07,0.00,319000.14,453686878.75,677786.64,336234.84,74384903.22,0.00,53640274.57,26722611.04,5146653.95
2015-07-01,0.00,-27.01,13935.68,59.06,1.95,1486.75,0.00,1455.58,1067.70,155.97,0.00,0.00,14158287.47,5445.94,2125.86,756893.96,822.84,41.92,0.00,914872.15,544334717.84,2337692.90,405681.19,88190617.33,0.00,58488017.93,40259630.75,6200833.50
2015-08-01,0.00,-23.93,12997.26,59.47,0.87,1500.51,0.00,1611.85,971.63,188.08,0.00,0.00,13224746.38,5277.94,893.94,765231.39,808.76,39.51,0.00,732453.10,487439474.60,2284851.04,290273.55,77244900.33,0.00,58785368.68,34009245.86,6839026.61
2015-09-01,0.00,-18.91,12016.83,58.20,0.59,1465.36,0.00,1312.09,748.83,237.30,0.00,0.00,12227948.81,5269.34,544.91,743937.79,820.32,52.98,0.00,731961.01,600555649.25,2616003.76,86659.33,88611091.23,0.00,86758281.51,34725698.28,11343718.04
