date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Wind (Curtailment) -  GWh,Solar (Utility) (Curtailment) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
1/04/2014,0,-2.91,3961.69,7545.24,-0.23,1.65,136.24,1362.36,519.5,0,25.24,0,1116.47,552.76,0,0,0,0,5101855.23,6798094.27,2.22,1730.56,76858.58,639192.88,299889.77,0,14279.44,849.78,47.53,0,133786.68,175375354.4,372633662.3,4886.89,111762.16,6947544.53,64979857.1,25471104.32,0,1243520.77,0,44404527.41,23849911.53,0,0
1/05/2014,0,-9.3,3859.48,7996.37,8.94,2.29,175.94,1447.28,619.99,0,25.21,0,1512.28,626.52,0,0,0,0,4903845.04,7212096.4,413.45,2375.34,99044.36,665703.06,357723.01,0,14261.53,814.97,50.03,0,416447.8,187875517.5,408918757.4,490334.45,159836.98,9966066.48,71376791.03,32654221.34,0,1293787.14,0,62730859.95,29182010.75,0,0
1/06/2014,0,-4.59,3767.04,7726.16,26.28,0.95,144.89,1530.1,610.64,0,24.58,0,1675.78,837.85,0,0,0,0,4760169.51,6953478.98,1536.61,1001.03,82596.44,678527.9,349942.71,0,13902.36,785.89,50.38,0,202277.69,185409332.5,388705103.4,1308467.95,58148.4,9858585.63,77908034.12,33455069.78,0,1222192.46,0,77875507.89,37766783.12,0,0
1/07/2014,0,-15.8,4186.02,8611.03,61.74,0.45,129.84,1394.14,644.57,0,23.9,0,1461.88,1039.51,0,0,0,0,5361528.83,7737297.53,5265.48,458.82,74423.85,630130.24,373186.17,0,13519.34,809.47,40.16,0,413001.94,165757231.7,331651937.3,2025335.61,92144.19,9408250.4,56399008.54,29153110.42,0,780337.66,0,55096854.18,37161345.95,0,0
1/08/2014,0,-16.37,4238.26,8596.05,46.99,0.17,260.51,1271.99,542.4,0,21.03,0,1355.04,566.86,0,0,0,0,5444616.06,7715470.65,4356.47,189.28,149588.55,576504.36,315719.6,0,11897.73,842.17,34.58,0,422491.67,148895757.4,276810321.4,1253963.18,18927.36,12418688.95,41226165.71,19308906.39,0,543676.79,0,50606636.59,18809335,0,0
1/09/2014,0,-9.53,3912.67,7742.97,57.85,0.15,133.24,747.73,741.03,0,13.11,0,1100.3,764.61,0,0,0,0,4997364.34,6952262.84,4834.55,158.13,75821.24,352179.84,434451.87,0,7417.9,843.49,38.37,0,325523.95,144020762.4,288107487.6,1917671.36,16608.57,7169422.3,29272392.01,29496774.85,0,374648.89,0,45002811.85,25879469.8,0,0
1/10/2014,0,-4.21,4326.5,7576.96,60.93,0.14,131.18,965.5,703.98,0,31.68,0,970.01,782.42,0,0,0,0,5517948.29,6853039.21,5442.95,158.83,75533.06,452547.51,409781.73,0,18699.71,857.71,28.95,0,79407.35,116661113.1,215029893,1403121.45,13301.69,4962116.12,24910173.26,18926911,0,795787.26,0,32530382.37,21249476.61,0,0
1/11/2014,0,-11.32,4170.11,7551.04,41.1,2.62,125.68,1286.5,863.16,0,50.08,0,752.58,744.83,0,0,0,0,5290546.52,6801600.14,3299.58,2769.29,72095.79,572215.75,511242.82,0,30584.57,852.85,34.29,0,244547.49,120631788.4,263219094.5,1395523.47,286897.82,6059785.75,43644588.17,31554397.99,0,1629368.75,0,30030573.92,21800233.07,0,0
1/12/2014,0,-4.28,4390.52,8011.74,4.5,6.43,123.69,1162.8,712.84,0,65.71,0,750.18,729.31,0,0,0,0,5541192.04,7204520.78,217.97,6739.72,71219.13,526264.86,422121.91,0,40123.66,865.8,56.53,0,85965.13,117875117.6,521427308.2,292008.91,13437894.94,4114285.86,75941011.21,82339712.01,0,5980457.59,0,34754210.82,20392378.58,0,0
1/01/2015,0,-15.99,4538.36,8402.85,14.86,15.63,135.22,1153.45,619.7,0,66.28,0,885.29,892.01,0,0,0,0,5781237.47,7554951.13,524.89,16383.36,77635.67,526590.46,368047.86,0,40435.1,859.83,61.8,0,402195.55,123146286,602211572.5,1036543.88,11910589.04,8557171.21,97399072.74,83835723.06,0,7031562.03,0,39603908.77,24687230.28,0,0
1/02/2015,0,-6.21,4160.78,7775.73,17.26,2.68,175.22,1052.06,549.09,0,60.87,0,826.84,681.01,0,0,0,0,5264332.99,6993324.3,413.03,2813.23,100456.23,477105.66,324326.67,0,37107.98,863,34.99,0,164898.89,121989954.9,269584671.6,621431.87,217377.75,10824911.42,39982352.8,20664110.6,0,2062360.42,0,33065839.38,23683015.33,0,0
1/03/2015,0,-14.41,4432.32,8244.76,25.19,5.94,94.86,1148.93,728.04,0,67.27,0,887.49,752.17,1.96,58.66,0,0,5614918.51,7421093.46,760.3,6227.32,54577.01,520625.2,435500.98,0,40949.55,857.7,62.91,0,323938.17,115636537.5,599974859.3,3417769.2,15556724.49,3059930.92,96912374.21,98863387.9,0,7633539.74,0,45124327.31,20387580.16,64721.8,2860789.42
1/04/2015,0,-13.9,4279.04,7649.12,5.65,1.07,116,875.27,621.61,0,64.51,0,992.24,706.62,6.31,155.77,0,0,5405959.79,6878869.81,272.41,1114.1,66534.27,404437.89,365369.78,0,39244.59,851.38,34.9,0,380746.46,127191237.8,267184185.2,178395.08,104889.79,6670990.8,29760722.86,23006858.59,0,2052449.87,0,40086544.64,22368405.18,242561.47,5284341.66
1/05/2015,0,-7.8,4254.88,8413.92,3.43,0.36,140.54,837.2,567.78,0,66.59,0,1210.02,1042.78,10.71,144.69,0,0,5394534.7,7553633.07,169.49,295.19,80827.82,394598.1,335605.82,0,40544.23,827.1,33.49,0,183418.9,131052688.6,282591525.2,116387.35,39266.06,7490134.98,28556267.36,19788046.32,0,2065931.19,0,40902296.17,29129645.23,362518.9,4520338.4
1/06/2015,0,-11.52,4222.33,8718.13,23.69,0.83,218.02,959.8,522.39,0,61.29,0,1469.31,703.49,10.02,116.89,0,0,5331279.59,7818824.53,1920.91,892.08,125387.8,442652.69,308821.67,0,37349.5,826.76,37.07,0,319000.14,149597299.8,304089578.9,677786.64,336234.84,16489908.63,35514136.93,20467265.08,0,1913592.58,0,53640274.57,26722611.04,353938.79,4792715.16
1/07/2015,0,-27.01,4575.32,9360.36,59.06,1.95,254.45,866.38,301.29,0,64.62,0,1455.58,1067.7,14.78,141.19,0,0,5775824.96,8382462.5,5445.94,2125.86,146232.35,393517.89,177857.96,0,39285.77,822.84,41.92,0,914872.15,169436759.4,374897958.5,2337692.9,405681.19,27573703.79,39092640.69,18993476.43,0,2530796.42,0,58488017.93,40259630.75,539486.76,5661346.74
1/08/2015,0,-23.93,4181.2,8816.06,59.47,0.87,249.15,857.03,331.65,0,62.67,0,1611.85,971.63,16.77,171.31,0,0,5302804.67,7921941.72,5277.94,893.94,142981.61,388313.82,195899.31,0,38036.65,808.76,39.51,0,732453.1,151868450.4,335571024.2,2284851.04,290273.55,21742837.82,35972816.75,17143828.37,0,2385417.39,0,58785368.68,34009245.86,589451.42,6249575.19
1/09/2015,0,-18.91,3780.07,8236.76,58.2,0.59,265.17,868.57,270.52,0,61.09,0,1312.09,748.83,26.02,211.28,0,0,4820127.53,7407821.28,5269.34,544.91,151048.71,396911.08,158768.54,0,37209.46,820.32,52.98,0,731961.01,164701203.7,435854445.5,2616003.76,86659.33,17687641.48,46311961.97,21871275.05,0,2740212.73,0,86758281.51,34725698.28,1113940.54,10229777.5
1/10/2015,0,-4.19,4039.59,8359.28,59.76,0.21,212.68,790.5,362.09,0,58.63,0,938.16,836.04,30.37,385.56,0,0,5162865.64,7536252.29,5295.8,188.94,122110.33,370780.84,213007.18,0,35576.34,836.79,38.99,0,106754.3,145703450.6,313486840,2195744.81,10582.11,10253899.98,30532928.35,14788536.85,0,2138182.7,0,47638743.2,29946778.46,1217538.04,16865016.24
1/11/2015,0,-8.51,4025.59,8209.17,14.37,1.07,228.95,940.44,616.29,0,54.97,0,804.73,783.03,33.06,992.37,0,0,5101876.81,7362954.53,901.69,974.39,131135.57,431232.42,365141.22,0,33386.86,804.26,46.54,0,296952.76,143440404.7,373173416.8,521006.92,181210.65,12985119.96,42977800.67,33360511.66,0,2339394.27,0,61436856.26,36252744.35,1729720.39,50416882.4
1/12/2015,0,-21.36,4092.39,8688.53,5.9,1.99,301.84,1034.15,635.71,0,43.7,0,983.69,856.79,33.66,1101.34,0,0,5180157.9,7781655.14,282.62,1956.04,171824.8,470168.36,379007.42,0,26094.81,788.99,52.52,0,702671.94,206564275.1,392868796,280259.36,451478.72,32027962.58,52808443.66,38677872.99,0,1837128.31,0,83443342.81,45123815.65,1673530.24,64117290.15
1/01/2016,0,-17.2,4235.72,8728.06,28.17,5.07,209.47,897.09,431.56,0,57.28,0,1322.24,820.63,31.86,1021.36,0,0,5362518.4,7847197.33,815.44,5306.67,119806.3,436877.59,260926.44,0,34956.9,791.64,57.6,0,543469.77,203143765.1,437205608.1,1468799.74,1251258.11,21170792.9,55543202.09,50361239.83,0,2949939.68,0,129510294.8,48413966.59,1720092.23,68617212.83
1/02/2016,0,-21.38,4063.5,8739.82,26.23,23.03,142.07,924.9,480.28,0,61.32,0,1092.14,680.09,37.38,1027.97,0,0,5113772.57,7866688.48,734.95,24086.63,81187.41,465292.99,290277.03,0,37344.11,803.33,73.11,0,700606,146332747.4,658757123.3,3321611.37,8927575.05,8039031.49,106359046.6,86332481.35,0,7036679.06,0,114889064.2,33470003.03,1689821.32,77937340.12
1/03/2016,0,-40.01,4298.94,8925.97,15.72,11.2,261.09,1025.57,501.62,0,54.9,0,1141.27,612.82,38.56,913.55,0,0,5446809.47,8023734.57,429.89,11109.32,148580.55,509329.94,302103.03,0,33637.69,815.02,64.49,0,1629425.36,204298149.1,493354807.4,1232095.77,2558981.77,21503403.28,96168560.93,52901355.85,0,3670899.1,0,165175813.6,42525900.94,1976037.61,57836236.61
1/04/2016,0,-27.34,4113.01,8110.85,-0.74,63.97,209.01,723.92,556.2,0,35.45,0,890.75,666.16,39.23,771.05,0,0,5254420.35,7285664.47,0,63446.83,120182.06,379302.7,331904.12,0,22607.77,833.21,70.43,0,1292004.26,193571250.5,545747119.4,0,12704496.61,13731940,73560266.53,55575749.52,0,2379947.91,0,137281277.3,39976189.59,2438973.18,46683138.13
1/05/2016,0,-48.7,3764.26,8436.92,-0.32,3.85,278.69,814.27,341.66,0,41.46,0,1247.38,1298.94,35.01,665.74,0,0,4817273.54,7626533.3,6.45,3643.64,159252.92,402482.84,201788.57,0,26445.96,784.25,67.88,0,2119417.51,211026893.1,587580447.5,40403.6,437844.69,29284046.22,63433788.56,34916791.9,0,2913267.04,0,80750892.29,64803959.29,2270325.41,42651345.05
1/06/2016,0,-85.38,3759.49,8878.37,11.28,8.79,353.55,837.22,468.65,0,61.31,0,1681.79,1020.1,25.04,497.88,0,0,4777285.89,8025778.33,1384.16,8934.15,202368.83,403186.57,275115.33,0,37646.2,783.86,100.17,0,3742642.02,354923706.4,847593003.8,892931.85,1740564.84,56850132.27,88806703.98,69337766.59,0,5204201.7,0,163650563.2,87635751.76,2316002.39,46580120.4
1/07/2016,0,-63.04,3659,9574.57,10.81,13.83,345.05,768.79,268.46,0,70.07,0,1738.77,1242.77,31.76,593.61,0,0,4656160.41,8605954.4,1613.75,14447.03,197657.62,376504.37,162907.49,0,42582.4,770.1,81.37,0,2337556.72,234848086.2,636072508.3,870334.81,9113842.42,115686773.8,80477229.1,77330025.19,0,4292171.86,0,140521128.1,107429243.5,1923019.09,45588815.14
1/08/2016,0,-17.83,3957.3,9564.85,43.84,1.22,280.49,605.6,126.1,0,68.41,0,1620.24,999.38,39.21,429.51,0,0,5037416.12,8596182.27,4457.04,1157.91,161383.37,301480.38,75038.47,0,41579.64,802.49,50.53,0,612201.66,172419638.5,477062133.2,2156596.36,165443.18,25084302.35,36365375.61,13012298.12,0,3247889.31,0,83452668.78,38457850.17,1566154.85,17836910.46
1/09/2016,0,-11.47,3753.38,8478.72,49.81,1.5,236.29,673.74,176.4,0,64.71,0,1397.5,839.57,39.09,467.11,0,0,4785367.07,7600051.09,4834.64,1801.71,135994.42,324903.92,103145.38,0,39378.22,803.86,46.89,0,385312.89,153779292.9,393056757.4,2318300.59,113430.72,17432314.32,35046904.54,10871351.13,0,2988437.47,0,67781283.22,35830104.41,1641193.78,20368942.63
1/10/2016,0,-19.08,3630.43,7681.14,49.87,0.88,194.32,620.02,170.37,0,65.66,0,1921.81,1209.54,53.7,630.88,0,0,4627863.86,6913675.23,4686.44,881.32,111787.27,306564.52,99439.17,0,40074.77,746.78,50.53,0,855367.3,125200905.8,425051456.1,2713583.98,202400.53,15786418.07,37718797.16,11750908.66,0,3559899.65,0,81479139.12,45325195.59,2811994.65,29057454.09
1/11/2016,0,-23.48,3764.09,7963.31,57.53,1.61,239.8,764.53,265.32,0,64.22,0,1628.76,910.78,57.16,683.53,0,0,4808755.53,7168745.94,5004.91,1485.21,138043.23,372352.67,155256.56,0,39232.07,774.79,69.48,0,979165.32,138494792.2,617001985.6,4004634.96,433966.89,19175529.57,59769192.85,32905067.24,0,4480219.02,0,113531736.9,38874635.43,6847255.86,52833663.38
1/12/2016,0,-17.03,4017.58,8985.23,41.32,3.19,217.65,649.95,121.89,0,66.36,0,1387.99,884.98,53.94,684.19,0,0,5151409.2,8073806.54,3235.03,3184.63,125286.7,328249.53,73455.65,0,40662.91,807.11,56.44,0,700299.23,121885208.3,546368676.2,2748295.43,3378723.61,29434660.74,51497056.35,20033137.56,0,4425129.55,0,67637512.61,38303430.12,3123438.95,46032125.79
1/01/2017,0,-55.24,4025.93,9759.84,15.74,33.62,273.25,1034.55,457.19,0,65.47,0,818.2,856.63,55.36,685.82,0,0,5166487.2,8785219.55,366.92,35271.2,156955.13,511600.59,273303.49,0,40040.04,830.41,129.82,0,2687557.57,251367747.2,1371786454,4459839.32,22494182.55,31118685.07,190710181.7,143676636.9,0,13071108.53,0,100421038.2,60778765.24,5828078.37,103530127.9
1/02/2017,0,-51.39,3530.05,8720.61,16.13,41.55,249.52,1039.93,482.87,0,57.48,0,908.81,820,49.8,618.47,0,0,4527040.71,7832210.93,339.16,43547.56,143371.22,519575.17,286858.35,0,35190.93,812.2,204.75,0,3920815.9,308384003.2,1865434190,3181500.17,40771133.54,89641823.98,245779182.3,222665146.8,0,13099261.13,0,239895449.4,92845082.04,11920603.64,142503217.2
1/03/2017,0,-32.46,3803.38,9343.08,15.16,5.74,275.48,1200.8,435.13,0,65.86,0,691.7,881.52,51.49,546.98,0,0,4857156.67,8418293.38,380.05,6093.36,157098.13,592712.05,253705,0,40207.22,828.84,97.94,0,2127321.1,333653326.8,862952311.4,1351317.19,2233720.86,45259193.45,128923561.8,62375558.61,0,5742016.62,0,82258134.19,79065664.9,5414344.85,63255298.76
1/04/2017,0,-23.8,3084.09,8181.54,3.49,0.03,207.83,1057.93,667.39,0,62.48,0,659.15,662.93,50.85,480.18,0,0,3688264.56,7366511.36,168.92,57.68,116976.48,526824.91,385158.07,0,37990.78,803.09,107.91,0,2065336.76,334985210.4,836036025.6,340343.39,6251.04,26760540.84,115614651.7,78718464.48,0,5928559.62,0,82019101.27,67445047.58,5373249,49804025.61
1/05/2017,0,-17.94,3104.82,9231.74,5.36,1.26,330.43,1053.81,376.73,0,59.21,0,1343.23,809.89,45.72,396.8,0,0,3719019.65,8300639.5,258.23,1662.39,187367.87,514382.79,221293.28,0,35744.25,775.36,97.85,0,1398883.63,328712222.3,821458093.4,513563.34,217682.27,45123258.63,105722358.3,44263661.03,0,5159173.63,0,153250819.3,77016141.22,3958161.96,36416720.48
1/06/2017,0,-10.7,3304.48,9714.42,17.09,0.34,352.98,1086.02,458.76,0,57.59,0,1403.55,474.83,39.44,350.13,0,0,3949637.09,8720992.89,1275.88,304.74,201812.58,512866.69,259535.71,0,35243.16,793.19,89.97,0,821579.63,324944567.7,794440975.1,1282229.38,47375.42,40361076.75,100526780.4,48082747.53,0,4372906.39,0,147123012,44643883.45,3197950.48,28841818.11
1/07/2017,0,-34.16,2830.58,10088.9,57.4,0.54,455.58,846.88,415.44,0,63.87,0,1423.91,1335.05,45.08,421.21,0,0,3368883.87,9089841.83,5406.76,741.26,257102.64,395025.6,246383.52,0,39237.03,746.65,99.16,0,2558512.85,331897007.3,871126122.4,4457276.84,72422.49,59257767.57,83264076.77,52970875.11,0,4978360.63,0,172790532.9,135993683.2,3824812.15,36050241.07
1/08/2017,0,-22.47,3272.35,9323.13,53.75,5.25,384.34,814.53,466.86,0,65.79,0,1487.67,1214.23,53.34,529.02,0,0,3898302.02,8373239.7,4794.92,4116.77,218710.46,350063.49,273282.33,0,40304.51,745.86,100.01,0,1799196.39,335843613.5,874110799.3,4400868.76,844207.33,48600774.74,83853974.18,56032360.81,0,5325294.73,0,161648776.1,106989631.5,5070521.98,44226462.28
1/09/2017,0,-15,2974.12,8258.71,51.2,1.32,204.98,906.21,378.74,0,65.13,0,1271.51,1461.16,57.48,624.57,0,0,3534158.88,7438971.46,4389.17,1281.98,116939.73,405649.76,217393.18,0,39838.96,724.05,83.77,0,1161050.78,238379056,699767885.1,4141861.99,166056.94,18225694.24,73675225.26,34751662.94,0,5240874.61,0,99999642.21,108377385.3,4875765.99,47459726.1
1/10/2017,0,-30.66,2866.55,8554.14,38.39,3.51,271.34,1009.23,246.64,0,62.82,0,1329.03,1011.32,59.75,637.66,0,0,3412540.42,7720689.83,3189.12,3610.86,153361.53,430336.04,146127.38,0,38342.03,741.5,79.16,0,2209084.78,209418742.8,691415585.1,3298605.47,386614.72,22006422.52,76807725.46,23704027.73,0,4936952.89,0,98222167.17,66467839.04,5048667.87,48783170.8
1/11/2017,-0.23,-22.94,2548.85,9008.91,55.47,2.77,495.22,1245.25,360.99,0,62,0.16,832.83,859.4,58.8,706.88,0,0,3031898.81,8106207.65,4917.43,2728.97,278751.92,559491.71,227874.24,0,37710.39,755.48,82.69,23035.97,1451472.65,242140794.2,657955186.2,3624408.26,260916.57,51894952.75,100229196.4,42230184.46,0,4052834.26,23263.66,85963906.41,71729887.13,4852618.57,61740682.39
1/12/2017,-3.07,-72.54,2968.35,9821.94,19.23,0.73,347.33,1188.4,294.38,0,63.88,2.48,754.67,975.98,68.47,795.17,0,0,3549806.94,8860973.49,598.23,632.78,196871.56,537314.02,172224,0,38915.94,775.44,80.51,239673.62,4640639.42,250535946.9,742643547.7,1400657.21,76835.72,33508035.46,96176839.21,30236840.55,0,4567197.51,241194.77,73673956.51,75636692.73,5635489.72,66134516.38
1/01/2018,-3.67,-15.09,3253.98,10135.59,21.51,4.96,322.3,1262.87,262.93,0,68.06,2.94,1089.19,976.94,71.18,798.95,0,0,3880642.27,9144498.96,617.7,5314.47,182386.96,579469.87,158643.26,0,41587.72,766.64,107.54,338977.36,927978.66,420062740.1,785016991,1675542.92,8278465,88548306.82,140055960,100060043.6,0,5165144.13,1370879.84,173796798.5,104227619.7,6022488.47,111652067.4
1/02/2018,-4.09,-10.57,2947.4,9041.91,16.25,5.85,250.87,1044.25,201.1,0,60.28,3.43,937,964.36,64.91,668.77,0,0,3515952.7,8135880.61,428.79,6218.81,142480.33,478871,117885.01,0,36877.03,767.96,85.88,337975.01,674958.33,282971694.3,665411020.1,1227935.71,2069428.03,38398849.03,95067818.29,36316049.75,0,4310144.61,546607.3,99056227.06,80357972.34,5114231.88,67754367.4
1/03/2018,-3.23,-4.34,2936.13,9470.52,1.85,1.08,192.48,1170.65,134.67,0,68.46,2.57,1114.8,1134.15,73.66,658.26,0,0,3495236.44,8524262.74,108.88,1173.84,109176.42,537251.35,77695.59,0,41770.73,754.3,70.43,215035.37,237406.85,222140280.9,620730446.9,157191.27,76655.2,17638887.89,84924199.76,12404603.59,0,4276793.94,246161.62,88419225.04,78977484.7,5007007.28,47440661.06
1/04/2018,-4.16,-21.87,3053.17,8521.6,4.11,1.03,252.43,756.9,325.85,0,61.84,3.33,1403.75,872.94,80.89,559.41,0,0,3623719.98,7671541.67,203.69,1252.07,143561.46,348117.9,191731.38,0,37902.64,757.22,75.07,295141.42,1294832.6,228017269.3,601664320.1,290773.35,1017828.98,27977458.64,56122771.62,33664651.48,0,3959071.6,547066.73,115907031.1,61151142.8,6106356.12,43592420.93
1/05/2018,-5.02,-26.34,3214.9,9118.69,2.01,0.42,276.46,647.33,356.56,0,65.12,4.18,1510.16,1215.26,81.91,470.93,0,0,3816240.72,8215247.66,113.75,473.74,157644.84,301330.96,209866.46,0,39816.63,752.44,77.19,363442.61,1513605.34,253822487.6,664474653.1,161078.1,63860.38,28112234.65,47276974.32,36692959,0,4227102.28,481997.39,127584230.8,87522635.35,5791873.3,31369207.31
1/06/2018,-3.97,-47.11,3236.59,9371.39,7.89,1.89,365.6,668.17,407.85,0,63.08,3.27,1939.74,1051.07,83.05,430.52,0,0,3861114.89,8448411.34,316.46,1838.38,208340.35,304278.81,242663.49,0,38470.92,745.51,95.87,320617.83,2949567.53,304186378.3,850260710.6,671538.25,371634.43,44846863.36,67967394.78,56249152.25,0,5005093.04,509090.49,185220442.9,87386509.56,6502801.39,32756090.67
1/07/2018,-4.07,-14.56,3298.98,9518.78,24.7,2.93,276.26,628,228.83,0,65.16,3.32,1823.36,1622.03,115.66,515.51,0,0,3945641.05,8579782.02,700.13,3602.79,158497.5,278640.73,136801.75,0,39681.22,725.96,76.47,145134.8,776850.98,233323321.6,704789146.7,1760886.61,3619108.35,38196075.31,67335339.03,35093420.23,0,4500066.95,629683.22,113877161.5,104269995.7,7535144.94,31766864.35
1/08/2018,-4.41,-36.87,3185.71,8864.12,38.99,1,252.37,722.69,335.17,0,52.58,3.62,1953.11,1636.34,161.2,656.43,0,0,3815963.61,7979037.6,1031.91,780.08,144745.79,323009.74,197527.49,0,32120.55,701.05,86.16,178570.64,2323958.87,251611265.3,796120069.5,3233475.43,155906.88,24813587.11,66270381.42,42296366.56,0,4387501.39,359730.11,115800434.9,109828912.3,11587494.39,43351474.47
1/09/2018,-3.91,-89.74,2648.85,8701.83,36.12,0.42,290.59,556.31,313.36,0,56.39,3.11,1492.6,1220.89,196.72,761,0,0,3148304.38,7830519.57,918.03,367.63,164804.17,238251.09,187825.52,0,34228.59,717.06,91.79,247988.97,5580116.24,244339280.3,773713919.8,2935266.56,56568.48,35354273.88,56664312.81,41596613.51,0,4564906.72,353118.29,117206506.5,93367894.87,14731354.99,54795621.19
1/10/2018,-4.13,-66.97,2763.96,9133.34,34,1.23,159.93,471.02,300.19,0,54.74,3.35,1069.03,1218.27,248.93,800.23,0,0,3281752.85,8207087.55,838.76,1574.96,91884.56,215840.12,177803.79,0,33056.08,741.94,91.51,337677.39,4137191.53,277101196.6,774257532.7,2678679.61,162929.87,18805126.26,46016295.09,36934773.53,0,4290376.72,434357.67,110658976.7,105601926.1,20771363.89,66169593.26
1/11/2018,-5.38,-82.82,2537.34,8914.46,24.87,1.21,208.18,610.29,263.5,0,53.22,4.42,1158.74,1171.79,324.65,913.85,0,0,3012789.99,8019367.6,679,1358.1,119180.61,273111.25,152720.55,0,32165.38,721.28,93.02,460066.14,5540514.14,248568783.2,791402311,2250799.34,116408.69,23215196.95,62414533.88,31478290.25,0,4722723.24,510074.79,109387654.8,102822963.5,28149520.08,78874374.56
1/12/2018,-4.7,-67.52,2921.52,9488.8,19.75,1.85,218.01,608.44,195.2,0,41.02,3.97,1214.97,1228.91,368.47,975.59,0,0,3462315.54,8547530.48,581.2,1901.64,124526.05,272521.22,115442.61,0,25088.98,729.04,88.73,332991.59,4107426.95,267562433.2,792515424.4,1703189.52,481707.25,27231730.79,60553401.11,27098619.06,0,3147934.15,455935.77,105893880,100988494.9,33072432.33,89707920.92
1/01/2019,-5.35,-105.19,2971.19,10303.61,17.71,3.68,411.97,962.05,558.42,0,63.15,4.16,1151.67,1135.05,370.71,1035.39,0,0,3533620.76,9282377.96,457.45,3964.25,232994.26,424370.58,340226.47,0,38461.34,733.99,185.08,664672.77,7562964.35,695926853.3,1140520059,1806340.33,27591306.09,219972335.1,172111822.6,307494954.5,0,5945686.2,3310400.17,386842116.4,186732886.5,65393629.68,189146276.6
1/02/2019,-4.64,-71.11,2771.89,8711.17,18.54,2.47,205.32,1047.32,292.6,0,54.52,3.6,745.17,1205.6,342.44,869.11,0,0,3302058,7853185.29,521.33,2657.65,116622.7,469703.11,172602.71,0,33195.58,737.96,100.2,385309.99,4716337.98,307800964.4,772322692.7,1604589.6,398941.89,30482800.51,109991158.7,43408083.74,0,4569714.44,488308.8,101714225.8,114010143,32729718.86,88378131.35
1/03/2019,-6.21,-52.48,3231.87,9347.22,18.46,1.51,271.18,1143.83,274.73,0,61.5,5.04,808.95,1169.34,347.78,834.38,0,0,3845117.27,8435922.7,468.63,1655.41,153288.21,506967.46,163338.74,0,37678.15,752.96,109.19,515643.79,3263002.92,429682741.3,803566769,1485378.08,4026322.28,57476865.29,123254589.8,68874136.34,0,4979663.49,1524306.13,135976316.7,114954370.7,37498590.69,97520953.03
1/04/2019,-5.95,-40.03,2595.7,8714.01,5.61,1.9,287.47,612.52,176.01,0,64.62,4.67,921.38,1232.57,346.94,716.05,0,0,3092261.49,7814512.48,266.88,2016.18,161532.84,289739.21,105458.45,0,39467.3,735.94,84.19,493407.64,2281595.08,254373166.1,653468748.7,415343,235002.46,32137149.15,54567589.08,19374797.08,0,4421974.25,496531.66,97449849.86,101289427,25217898.82,54502831.52
1/05/2019,-6.55,-35.43,2679.82,9143.14,0.11,2.86,361.57,708.93,340.84,0,69.76,5.17,1284.25,1478.57,299.43,588.42,0,0,3222749.37,8223556.94,35.17,3018.55,205411.09,340258.17,196568.31,0,42531.24,723.02,83.52,463587.8,1999959.56,244697424.6,710442441.1,62175.54,316919.21,35932507.8,60325408.08,36152966.6,0,5073703.92,519164.89,122715991.9,117600249,20490013.99,41104081.94
1/06/2019,-7.15,-44.84,2978.58,9088.37,18.4,5.17,382.92,802.7,332.87,0,67.55,5.89,1636.51,1315.96,296.19,501.55,0,0,3566142.76,8210498.47,400.97,5118.03,217828.22,355749.81,200393.08,0,41167.5,724.79,97.09,577137.97,2783000.23,303521523.8,819973646.8,1467213.41,881098.45,46225301.82,80542133.37,48991433.84,0,5702396.21,770612.28,184440490,106643870.4,22311517.75,37817192.12
