date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Coal -  GWh,Gas -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar -  GWh,Wind (Curtailment) -  GWh,Solar (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal Emissions Vol - tCO₂e,Gas Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal Market Value - AUD,Gas Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar Market Value - AUD
1/08/2021,-2.98,-416.48,371.62,2678.9,149.38,2.43,178.34,866.23,310.72,0,0,22,12.18,4.8,335032.47,51121,3186058.86,85986.79,722.09,53.5,70656.57,0,0,134402090.8,15606662.9,213400.13,18220965.77,28841918.99,3016806.64
1/09/2021,-2.18,-426.67,331.56,2369.65,41.86,1.69,191.32,788.06,426.95,0,0,26.4,13.49,4.5,329798.31,37276.95,2812305.43,24275.3,683.48,33.56,10972.7,0,0,77694586.76,3538850.58,128658.32,12941867.15,13542390.85,-571802.52
1/10/2021,-5.09,-493.79,250.9,2591.48,22.4,4.41,164.26,665.49,541.99,0,0,27.7,14.42,5.7,414031.83,25042.42,3062033.39,13170.13,717.84,22.84,52968.46,0,0,61350860.64,1605078.74,239615.3,11176356.84,5264028.25,-5673804.5
1/11/2021,-12.04,-527.04,258.07,2388.11,15.82,9.47,261.79,704.36,528.17,0,0,30.6,16.02,7.6,413250.39,22842.78,2818639.06,9126.16,672.06,39.08,181001.06,0,0,93453042.06,981037.04,480061.95,18871520.96,15785808.47,8799914.58
1/12/2021,-6.97,-737.44,150.15,2738.27,20.18,4.58,165.82,761.48,677.76,0,0,37.3,18.43,10.1,610226.89,17343.83,3236964.31,11785.99,703.76,38.28,23501.55,0,0,102822817.6,1995874.73,289088.71,12808585.14,20728489.41,4502818.25
1/01/2022,-7.06,-634.13,152.34,3065.88,88.96,4.9,193.79,776.33,641.55,0,0,36.9,22.82,13,548668.76,51806.9,3645601.65,51446.79,747.26,74.2,134676.05,0,0,195479007.2,20110639.33,760105.58,32359610.73,37679440.76,36387345.78
1/02/2022,-8.27,-487.05,144,2459.18,85.85,5.93,109.03,668.76,587.1,0,0,31.9,20,11.8,404598.76,52802.37,2895083.5,49184.29,727.3,58.98,60209.07,0,0,144445357.4,8799385.14,518261.9,10713307.96,31845559.74,15286821
1/03/2022,-8.87,-588.25,115.81,2998.41,87.97,6.95,160.24,663.6,494.86,0,0,32.1,19.33,11.2,518807.44,28183.48,3570008.42,50934.47,796.37,59.96,80034.86,0,0,181014241.5,9334763.89,629665.25,16534704.73,26885528.19,14291484.41
1/04/2022,-17.1,-540.28,164.3,2579.83,279.61,14.49,147.83,617.07,340.48,0,0,27.8,16.61,7.7,457072.19,34842.68,3049170.27,162754.65,777.89,150.42,1346477.64,0,0,371394060,59199283.56,3075096.62,30419627.67,73337494.53,30192363.35
1/05/2022,-18.48,-525.93,234.74,2843.47,267.68,16.23,388.87,652.82,278.13,0,0,21.5,12.62,4.7,432486.51,20872.49,3382859.17,178843.97,761.35,245.39,2574058.17,0,0,676981176.3,80425781.56,4809299.49,115666969.2,123798664.3,51018788.86
1/06/2022,-19.54,-566.2,227.09,2667.19,326.76,15.95,368.75,1088.66,206.39,0,0,17.5,10.85,4.5,418416.6,22901.06,3165782.47,204439.8,689.38,315.37,3657256.86,0,0,797690142.2,140815989.9,7764620.98,151212999.5,269741687.5,51314739.81
1/07/2022,-23.18,-356.47,228.16,2760.28,334.48,20.04,334.61,909.86,295.81,0,0,18.3,9.72,0.9,273893.27,69898.7,3278136.43,207093.72,728.59,365.11,4663135.33,0,0,939841309.7,178621317.8,9670463.59,168201041.9,236229407,74422691.01
1/08/2022,-21.15,-460.12,159.79,2561.14,241.19,17.7,392.78,1092.47,337.3,0,0,20.5,11.72,2.8,321831.82,47773.68,3050146.63,139608.62,674.76,133.04,1160164.9,0,0,326469919.9,56789061.13,3798386.02,77995159.34,85887573.92,22389461.3
1/09/2022,-17.37,-588.09,146.16,2591.5,108.79,14.75,375.98,889.78,426.22,0,0,20.6,12.58,3.6,441388.75,28479.5,3080518.92,62523.07,691.57,123.09,677713.53,0,0,310151787.8,22475090.38,3027484.65,67748350.45,78616103.85,20459401.91
1/10/2022,-16.09,-570.67,188.55,2538.12,63.37,13.33,318.8,796.67,498.93,0,0,26,14.69,5.4,434595.61,42485.87,3013965.91,35730.88,693.71,109.79,368598,0,0,277976763.6,12150997.97,2355337.87,48750540.92,57382553.7,13460597.66
1/11/2022,-7.56,-391.03,196.14,2231.88,26.66,5.94,277.05,786.4,592.85,0,0,29,15.69,7.1,292207.39,44393.89,2648951.99,16904.94,650.31,65.65,138219.65,0,0,147961281.7,4138667.05,569123.89,28722573.95,28696733.02,7672297.61
1/12/2022,-8.79,-714.04,173.83,2665.46,22.73,7.16,159.13,811.35,753.78,0,0,36.9,18.34,8.1,572263.5,33139.92,3157349.85,13043.51,679.81,38.9,-118123.06,0,0,107018534.8,2513442.88,632240.39,14700518.48,19084985.45,-10362080.24
1/01/2023,-9.21,-636.79,146.24,2882.9,42.8,6.5,154.78,738.64,745.86,0,0,37.2,20.73,13.3,535341.01,44267.37,3436439.11,23707.15,729.19,56.65,-36730.88,0,0,164942423.6,5444723.65,605006.33,17781101.44,28314252.45,8018099.76
1/02/2023,-9.09,-531.09,153.03,2410.35,47.49,7.48,180.4,779.79,638.23,0,0,39.6,19.54,11.6,418676.6,55909.61,2855125.85,27279.49,685.32,69.76,66952.24,0,0,160505183.7,10715227.59,849243.45,27317184.21,40354966.92,9739612.19
1/03/2023,-8.59,-516.97,178.07,2598.98,70.57,6.49,183.8,771.57,540.29,0,0,35.7,18.07,10.9,413317.89,42155.1,3092562.58,42418.07,722.72,68.72,227273.01,0,0,179191425.3,10318876.89,572705.53,23023587.8,30953126.22,3441240.99
1/04/2023,-12,-538.35,230.59,2538.78,80.72,10.13,136.13,703.47,433.2,0,0,25.9,15.41,5.1,433468.88,30658.62,3018786.21,46316.4,743.1,92.1,470723.09,0,0,229379482.7,14579332.96,1477039.88,21881376.68,36067951.52,15712892.96
1/05/2023,-20.19,-559.45,235.52,2991.33,105.57,17.25,194.3,923.75,320.77,0,0,21.8,12.42,4.7,449178.83,39314.81,3568976.5,61380.13,765.17,136.09,1474439.56,0,0,391752679.1,25768217.92,3365272.71,42631727.19,80035450.72,26819427.53
1/06/2023,-21.26,-684.48,251.42,2725.91,61.09,17.55,259.12,1361.29,243.17,0,0,19.5,11.85,4.3,483419.67,23710.33,3250235.35,36602.32,670.92,64,488721.08,0,0,168966021.2,10744074.43,1920084.7,30300974.37,39590822.06,7453367.07
1/07/2023,-23.37,-749.22,290.6,2848.31,72.39,19.49,358.11,1250.06,302.55,0,0,18.8,11.73,4.2,531367.4,23344.17,3382645.56,42531.47,667.7,64.21,351617.88,0,0,179005274.1,13014159.82,2372739.51,40267177.54,31858234.9,5349484.32
1/08/2023,-24.63,-658.55,248.38,2983.65,65.07,20.25,276.68,952.01,380.53,0,0,19.6,11.97,1.7,519057.03,22066.43,3536291.75,37930.17,725.18,75.63,416048.65,0,0,213622771.2,15492352.24,3976416.51,40986853.56,28672486.62,5972181.33
1/09/2023,-21.42,-594.77,256.52,2403.91,42.58,18.24,196.96,874.34,543.74,0,0,29.2,14.75,3.9,442387.62,29441.39,2839961.17,24382.04,658.96,37.66,-641435.58,0,0,87447422.4,5874287.76,1704669.84,19277405.04,13228614.93,-16422837.55
1/10/2023,-18.44,-630.41,213.46,2453.42,6.64,14.91,194.1,1003.33,613.8,0,0,29,14.55,5.9,469125.52,34220.19,2910688.86,3932.15,643.95,24.34,-527074.16,0,0,64106915.84,758411.6,924527.58,12471773.74,10824043.96,-14551005.39
1/11/2023,-15.05,-611.26,167.68,2445.03,27.24,12.18,161.19,773.04,699.07,0,0,33.1,17.06,9.6,478324.34,45491.97,2898684.76,15526.15,678.13,43.71,-217250.4,0,0,108221064.9,2779269.12,878286.91,15357469.23,24383492,-11170284.84
1/12/2023,-12.95,-687.81,180.48,2398.69,29.71,10.38,156.2,944.61,718.72,0,0,33.7,18.95,12.2,517540.4,50967.18,2834822.74,16459.99,637.96,37.32,-472770.99,0,0,87266997.53,3210281.82,750982.41,13592920.22,25932609.85,-10726847.66
1/01/2024,-11.99,-716.96,134.78,2718.28,8.67,9.04,166.24,803.39,788.22,0,0,33.4,20.41,12.3,584556.68,35577.33,3237045.88,5003.85,690.59,31.17,-480455.09,0,0,85617210.09,648295.92,594022.56,12200607.51,19307203.58,-8470538.87
1/02/2024,-15.26,-607.02,141.33,2557.73,73.09,12.08,216.37,727.15,785.91,0,0,37.3,20.74,11.9,492808.3,41495.39,3025018.39,42622.78,672.34,117.77,-104007.87,0,0,176093105,52162260.48,2236614.08,70014363.55,66212127.83,93957067.3
1/03/2024,-15.35,-625.84,131.88,2751.05,33.85,12.45,206.73,767.27,710.37,0,0,37.2,19.55,9.6,511794.2,40189.92,3264214.44,19740.26,707.97,62.66,-54509.42,0,0,164522521.1,6110367.12,1480444.78,23489925.67,37317272.56,17901966.81
1/04/2024,-22.16,-425.92,288.53,2591.34,43.94,18.33,163.41,639.91,453.8,0,0,28,14.73,7,362052.89,89037.17,3088400.73,25030.66,757.2,92.3,681999.69,0,0,227119048.4,7457516.63,2925530.87,23909110.03,42096126.82,13424009.87
1/05/2024,-24.53,-454.79,198.91,2950.53,238.92,19.69,235.24,655.77,404.53,0,0,20.3,12.48,5.2,380594,79672.71,3482873.94,139138.16,786.19,142.84,1846363.56,0,0,409026098.9,48914481.14,3975640.25,45843586.96,55945043.62,30850505.21
1/06/2024,-26.24,-465.32,200.98,3077.78,341.58,21.52,258.91,757.33,291.94,0,0,16.7,10.28,1.4,379798.9,68055.96,3640433.03,207456.43,793.13,176.71,2790150.09,0,0,516952605,84758307.1,5001626.16,59613885.08,84289858.94,36138703.55
1/07/2024,-32.81,-531.96,220.48,3107.36,301.18,26.66,323.68,1055.97,314.21,0,0,17.7,9.98,1.1,408275.09,81078.33,3691291.19,175056.88,739.67,162.78,2762019.75,0,0,475569932.7,76813046.25,7728374,77556131.44,101670651.9,32438405.99
1/08/2024,-32.99,-610.3,253.53,2594.17,121.83,26.57,208.15,1222.84,451.82,121.6,9.6,23.4,13.64,3.3,427992.16,54047.4,3099949.23,73256.54,660.88,184.88,1401262.51,0,0,433719837.8,65919752.17,16223981.29,83467947.57,56624034.99,14217006.47
1/09/2024,-25.53,-678.36,258.19,2473.5,14.83,20.25,147.08,1222.37,539.65,198.01,47.71,24.7,13.57,5.2,499230.21,17845.66,2943033.65,8323.65,621.85,25.96,-394127.38,0,0,70833299.58,1893469.93,1396284.19,13608584.04,8677222.06,-13431080.02
1/10/2024,-34.25,-531.78,226.47,2143.2,13.92,27.22,217.51,993.29,814.24,151.41,65.25,29.8,15.74,4.7,378569.21,34323.45,2550214.97,8833.73,572.33,32.52,-611034.12,0,0,77103864.85,1966920.65,1914493.65,20442534.33,18101252.07,-27078577.45
1/11/2024,-21.84,-476.42,183.61,2245.36,69.55,16.91,273.24,749.35,834.82,117.85,57.37,36.8,18.86,7.6,360229.2,42707.29,2665697.84,41172.12,616.67,77.29,-46141.22,0,0,176613156.8,10416991.06,1771529.75,34160700.14,38282653.62,6981386.12
1/12/2024,-25.87,-593.91,239.68,2239.93,65.97,20.39,178.75,859.25,1001.43,171.62,78.05,39.1,20.18,11,449583.67,52522.89,2658722.2,38395.51,577.09,68.25,-437110.2,0,0,149614884.4,11280535.78,2055972.72,25630441.89,43960992.66,-3428573.24
1/01/2025,-30.19,-617.26,209.96,2466.26,38.63,24.34,177.25,915.41,990.63,125.69,65.97,39.3,21.13,11.4,471598.25,74757.7,2919033.15,23040.25,609.63,62.67,-549228.56,0,0,149500107.1,5417879.68,2583626.15,21985737.45,44166351.89,-356843.91
1/02/2025,-28.31,-556.74,155.8,2231.94,75.57,22.53,209.25,1024.99,878.86,99.94,26.89,38.5,21.5,9.9,392081.61,60921.18,2647711.79,43773.36,588.04,89.14,251374.27,0,0,188284580.3,18699560.93,4643219.1,36471199.53,56152489.54,21738836.83
1/03/2025,-29.34,-668.8,161,2709.49,42.6,22.29,221.64,925.25,808.08,66.09,25.28,34.6,20.14,10.9,513278.89,46316.34,3222173.6,24316.13,663.02,71.24,259693.33,0,0,196156513.3,5933713.77,2851332.24,25808469.04,42127494.62,18099457.44
1/04/2025,-33.27,-754.56,122.46,2743.39,20.79,27.32,211.35,819.18,590.09,71.69,15.81,31.3,17.7,7.6,610220.4,26603.25,3267133.5,13518.36,719.83,83.68,504627.48,0,0,231918145.3,3598656.43,3938949.08,26562589.1,44715181.74,10960577.93
1/05/2025,-42.7,-625.2,197.75,2821.46,100.46,35.7,296.94,938.32,512.53,111.88,12.37,26.3,13.39,2.3,464644.45,60311.95,3341623.16,56408.48,706.85,88.73,1912201.68,0,0,252381258.4,16388339.68,5163376.42,41438139.42,34137432.89,17333059.14
1/06/2025,-57.38,-533.24,257,2705.38,383.39,47.89,266.42,1195.52,358.98,60.34,4.14,20,10.55,3.8,360276.71,73967.09,3183490.77,237159.24,677.85,315.6,5960931.55,0,0,716917648.6,237530937.5,41629121.44,153676706,102819934.1,40632764.54
1/07/2025,-54.72,-509.39,164.57,3023.9,144.49,45.82,142.95,1516.02,395.18,82.96,4.3,17.7,10.78,3.3,351291.75,53774.97,3592268.44,83985.34,693.96,91.03,2809155.17,0,0,274789989.1,26974950.83,8281895.18,24425039.06,80253797.81,19014691.94
1/08/2025,-66.45,-401.7,238.22,2767.59,139.32,54.96,187.41,1188.55,588.45,80.33,13.01,20,10.92,1.7,279812.91,68852.36,3298720.63,81475.13,674.83,104.88,3259228.97,0,0,282994815.3,30073657.91,10481777.23,34250122.22,72210172.4,24971684.29
1/09/2025,-62.39,-459.87,212.97,1976.88,94.7,52.18,173.29,1481.63,670.66,312.84,49.22,23.9,14,4,267818.66,30598.06,2330070.65,55222.07,518.85,67.28,774739.09,0,0,136303759.9,17437345.88,7069166.28,22983561.47,56728380.49,4316282.36
1/10/2025,-69.12,-403.96,243.67,1969.23,75.21,56.89,176.26,1198.34,847.43,337.12,61.43,29.6,15.27,5.2,248615.09,48140.39,2358672.75,43038.93,537.68,59.81,261607.41,0,0,124605475.9,11092201.27,7149525.08,24205682.78,37894198.34,5005908.98
1/11/2025,-70.28,-430.84,232.83,2075.16,25.66,56.6,109.2,1055.77,888.29,361.41,68.43,32.1,15.36,7.2,299971.41,37901.95,2474006.42,14706.16,564.8,37.54,-983715.29,0,0,87097065.41,2910566.81,4932109.08,11469064.75,24648561.87,-10243928.63
1/12/2025,-89.97,-502.29,196.21,2170.78,44,77.54,142.78,960.87,1079.85,321.42,125.56,37.3,18.06,9.7,351901.5,51718.6,2576208.55,25207.05,564.06,39.53,-1623738.25,0,0,82022716.99,6071095.43,6218673.48,14710529.74,26318777.93,-8593866.2
1/01/2026,-83.4,-520.04,102.03,2441.92,46.16,68.58,164.66,1082.59,1141.88,234.82,121.03,42.6,21.14,11.1,369382.11,25864.55,2900591.68,27023.11,581.43,53.95,-22283.06,0,0,120298027.3,10758034.75,7568472.89,22539759.15,37850166.11,17482254.94
