date,Battery (Charging) -  GWh,Pumps -  GWh,Exports -  GWh,Imports -  GWh,Coal -  GWh,Bioenergy -  GWh,Distillate -  GWh,Gas -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar -  GWh,Wind (Curtailment) -  GWh,Solar (Curtailment) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal Emissions Vol - tCO₂e,Bioenergy Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Coal Market Value - AUD,Bioenergy Market Value - AUD,Distillate Market Value - AUD,Gas Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar Market Value - AUD
1/05/2015,0,-1.82,-460.39,0.8,3808.2,3.43,0.1,1026.13,0,31.36,0,68.14,0,0,29.6,18.51,8.1,386433.84,669.16,3341865.29,169.49,100.53,549276.06,783.22,31.74,0,44597.05,0,0,120221906.3,116387.35,2660.39,32549272.7,0,1042714.06,0,2005832.68
1/06/2015,0,-2.88,-581,0.15,3841.31,23.69,0.04,998.81,0,52.49,0,52.33,0,0,24.5,16.27,7,481158.66,129.52,3364759.96,1920.91,44.81,529052.64,778.75,32.25,0,71918.31,0,0,122729533.1,677786.64,1640.48,31406236.2,0,1750515.06,0,1560748.28
1/07/2015,0,-6.85,-375.38,3.43,4104.33,59.06,0.44,668.05,0,57.11,0,65.38,0,0,25.1,14.88,5.4,314097.61,2818.54,3604273.91,5445.94,461.25,341981.67,795.72,40.55,0,207723.11,0,0,162851284.3,2337692.9,30830.3,27063657.39,0,2427023.04,0,2324649.21
1/08/2015,0,-5.33,-362.32,0.96,3921.58,59.47,0.11,708.03,0,51.45,0,78.05,0,0,29.1,16.74,6.1,301304.27,798.46,3450807.04,5277.94,118.21,366845.05,791.23,39.24,0,153246.48,0,0,150776218.4,2284851.04,4716.63,28501783.14,0,2094606.96,0,2635899.17
1/09/2015,0,-4.1,-232.23,8.61,3769.74,58.2,0.03,604.05,0,22.32,0,85.42,0,0,29.4,18.09,7.2,198364.27,7166.32,3336083.97,5269.34,26.71,315401.39,803.7,45.46,0,168946.13,0,0,169645252.2,2616003.76,1243,27858415.56,0,1055468.98,0,3592487.41
1/10/2015,0,-2.03,-250.65,10.72,3805.66,59.76,0.07,787.79,0,14,0,140.49,0,0,33.8,21.23,12.9,211666.83,9127.97,3368878.16,5295.8,70.89,414059.18,785.35,37.33,0,49791.03,0,0,140998558.8,2195744.81,2426.23,29634171.34,0,562578.33,0,5501130.69
1/11/2015,0,-3.51,-317.38,15.12,3861.98,14.37,0.44,1035.36,0,20.24,0,369.69,0,0,33.4,23.96,16.1,260690.12,12345.69,3401277.79,901.69,458.83,552607.05,741.93,45.29,0,117195.41,0,0,171549842.2,521006.92,49663.83,48065695.42,0,1472352.27,0,19515329.21
1/12/2015,0,-5.43,-374.59,4.9,4100.18,5.9,0.36,989.47,0,27.9,0,378.78,0,0,32.5,24.15,16.9,314120.08,3987.13,3618561.28,282.62,372.73,524679.5,747.69,44.15,0,217098.4,0,0,179511781.2,280259.36,34986.97,43815687.33,0,1321267.72,0,18262233.06
1/01/2016,0,-1.97,-142.17,69.59,4126.68,28.17,4.18,810.17,0,45.27,0,373.01,0,0,35.7,25.01,18,121497.49,56622.99,3652652.46,815.44,4385.29,419205.33,755.17,53.89,0,56094.98,0,0,214375874.5,1468799.74,600568.85,48752156.24,0,2785246.51,0,24228595.93
1/02/2016,0,-2.02,-61.53,83.1,3814.18,26.23,22.74,911.33,0,22.57,0,366.03,0,0,36.2,26.19,19.8,52668.1,69269.71,3372869.38,734.95,23868.54,483234.79,752,132.81,0,64356.29,0,0,461241539.9,3321611.37,8906968.66,149862977.5,0,5717354.04,0,45722793.81
1/03/2016,0,-8.6,-141.1,36.38,4097.13,15.72,1.98,883.41,0,23.92,0,341.8,0,0,33.5,24.47,19,122040.04,28980.47,3640673.42,429.89,2073.62,460408.21,763.82,69.4,0,527318.82,0,0,271755926.8,1232095.77,158085.94,66895991.71,0,2466372.32,0,21991578.94
1/04/2016,0,-20.65,-201.91,20.69,4134.38,-0.74,17.85,579.52,0,28.27,0,305.6,0,0,30.8,22.8,15.9,177033.58,16764.07,3699594.32,0,18743.14,326333.87,798.76,68.57,0,1004464.34,0,0,277671724.4,0,1904322.01,42777759.53,0,2444696.75,0,19104886.34
1/05/2016,0,-35.58,-169.85,47.74,3942.28,-0.32,1.61,700.02,0,76.01,0,289.69,0,0,29.6,20.02,9.3,143644.11,38975.94,3548456.67,6.45,1691.21,365151.8,785.44,72.15,0,1422731.7,0,0,279532538,40403.6,137822.55,55965049.43,0,6434358.48,0,19992744.65
1/06/2016,0,-43.2,-442.05,0.76,4161.48,11.28,7.04,765.23,0,95.26,0,210.32,0,0,28.1,16.76,6.6,373144.73,628.2,3717586.26,1384.16,7386.44,401691.78,787.97,91.57,0,1908551.69,0,0,371459671.4,892931.85,1078121.47,79570683.95,0,9666458.36,0,17587823.38
1/07/2016,0,-34.31,-403.48,3.01,4391.14,10.81,1.87,603.07,0,92.9,0,257.8,0,0,29.1,16.58,7.2,341212.66,2513.76,3877421.16,1613.75,1963.22,308826.14,782.3,64.36,0,1142937.75,0,0,277006848.2,870334.81,309898.82,43717784.9,0,7016772.4,0,14941532.43
1/08/2016,0,-5.5,-277.42,14,4307.91,43.84,0.33,469.8,0,21.5,0,177.28,0,0,26.4,16.65,9.1,233790.94,11949.93,3793648.05,4457.04,341.84,241326.04,803.48,49.83,0,235861.69,0,0,210606451.9,2156596.36,37173.01,25380805.54,0,1378138.81,0,7156637.45
1/09/2016,0,-1.46,-261.24,33.26,3998.28,49.81,0.05,542.47,0,16.42,0,185.97,0,0,28.8,19.61,10.4,219724.94,27845.44,3522871.66,4834.64,52.73,281132.56,792.59,47.34,0,46977.87,0,0,187595045,2318300.59,2451.57,26410135.93,0,810395.92,0,8112674.08
1/10/2016,0,-3.3,-275.99,12.53,4189,49.87,0.14,499.09,0,26.65,0,239.05,0,0,32.2,20.84,12.1,234109.24,9011.48,3698686.21,4686.44,143.29,259257.46,789.03,55.09,0,141543.52,0,0,229806234.1,2713583.98,5622.49,29115241.32,0,1402229.85,0,12079318.39
1/11/2016,0,-6.94,-282.59,14.03,4192.57,57.53,0.34,709.75,0,35.9,0,246.89,0,0,36,24.02,13,238058.4,10585.67,3700738.3,5004.91,352.27,363877.74,773.53,72.6,0,241854.69,0,0,298113814.9,4004634.96,148018.17,56261734.03,0,2725019.55,0,20041981.07
1/12/2016,0,-11.81,-161.86,62.64,4429.85,41.32,1.11,615.13,0,24.78,0,238.66,0,0,34.1,25.09,17.8,139302.94,48903.69,3912518.09,3235.03,1168.36,322193.91,791.77,70.62,0,502680.63,0,0,300590372.3,2748295.43,90578.63,48526930.19,0,2234860.42,0,20320615
1/01/2017,0,-6.46,-138.19,49.9,4378.98,15.74,31.43,890.49,0,92.29,0,234.97,0,0,35.6,26.59,19.3,116649.27,42298.97,3884797.71,366.92,32998.12,468806.95,777.17,230.33,0,371964.35,0,0,896772926.2,4459839.32,21856092.39,273086798.4,0,22899381.99,0,58822756.91
1/02/2017,0,-12.63,-269.62,12.75,4164.42,16.13,37.22,849.19,0,89.98,0,230.45,0,0,37.6,26.83,19.6,225122.04,10557.82,3691714.97,339.16,39069.79,444344.39,773.93,262.17,0,1005803.76,0,0,983812939.4,3181500.17,31395964.01,285666555.8,0,30709045.79,0,71485352.49
1/03/2017,0,-15.33,-345.77,11.92,4430.62,15.16,2.32,866.27,0,89.41,0,193.18,0,0,35.7,25.38,19.5,291861.77,10273.64,3949107.44,380.05,2430.61,447168.58,784.62,90.18,0,1026721.2,0,0,392283589,1351317.19,254544.77,83349679.86,0,8635549.09,0,18379449.3
1/04/2017,0,-2.64,-554.02,0.03,3974.85,3.49,0.05,723.99,0,66.22,0,198.28,0,0,29,20.65,13,470122.69,27.01,3535504.39,168.92,48.36,372977.94,779.69,96.65,0,167142.79,0,0,379740625.9,340343.39,4490.9,71288256.27,0,6533802.78,0,18408522.53
1/05/2017,0,-1.95,-324.59,0.82,4124.1,5.36,0.23,636.46,0,59.29,0,164.33,0,0,27.7,19.02,11.2,274507.5,697.46,3646932.55,258.23,246.04,324714.63,792.95,87.55,0,135808.21,0,0,358086245.8,513563.34,22418.94,56927836.98,0,5144884.36,0,13341696
1/06/2017,0,-0.6,-529.62,0.12,4336.04,17.09,0.02,574.96,0,44.28,0,155.34,0,0,25.1,16.99,9.4,454769.47,99.25,3829530.3,1275.88,22.75,292009.84,797.84,78,0,31278.65,0,0,334691727.5,1282229.38,1665.95,45726469.08,0,3545286.96,0,11101346.65
1/07/2017,0,-0.55,-646.29,0.04,4616.51,57.4,0.02,483.32,0,45.7,0,187.84,0,0,26.4,15.55,5.9,558750.58,36.2,4107955.32,5406.76,22.07,257284,803.53,79.74,0,9102.47,0,0,362306917.3,4457276.84,1618.64,40342431.25,0,3817843.43,0,12964493.94
1/08/2017,0,-2.9,-656.01,0.04,4637.05,53.75,0.19,427,0,34.31,0,230.86,0,0,32.3,17.26,7.5,569613,29.39,4125908.31,4794.92,197.46,235941.92,803.77,83.93,0,190241.34,0,0,383755943.6,4400868.76,10797.58,37803462.69,0,3175903.32,0,15495519.93
1/09/2017,0,-5.62,-422.38,22.88,4288.31,51.2,0.53,359.86,0,27.22,0,255.73,0,0,37,20.33,8.2,361597.31,18388.71,3808988.75,4389.17,558.86,208761.55,803.78,81.98,0,393717.31,0,0,346996082.8,4141861.99,63949.64,30400179.19,0,2337275.7,0,18903307.71
1/10/2017,0,-20.05,-287.25,61.72,4243.62,38.39,2.51,495.29,0,29.43,0,212.77,0,0,33.1,22.09,13.9,249538.14,50880.53,3786004.49,3189.12,2636.84,265024.58,807.76,80.51,0,1496144,0,0,332268908.1,3298605.47,312879.11,40867243.95,0,3053925.59,0,16061153.24
1/11/2017,0,-1.48,-579.94,0.43,4453.47,55.47,0.23,540.49,0,16.67,0,251.38,0,0,29.7,21.8,14.6,500475.8,353.52,3956140.85,4917.43,239.34,268478.59,787.39,66.44,0,2667.17,0,0,293871720.8,3624408.26,15130.73,36440615.71,0,1163102.24,0,16897515.77
1/12/2017,0,-3,-426.85,19.81,4728.42,19.23,0.04,556.94,0,27.58,0,302.66,0,0,36.2,25.29,17.4,369335.33,16351.39,4221178.75,598.23,37.75,282339.61,794.51,73.35,0,179215.45,0,0,343280044.9,1400657.21,3221.27,42469352.73,0,2215377.36,0,23192050.28
1/01/2018,0,-4.83,-330.1,21.5,4628.62,21.51,0.79,786.81,0,26.45,0,298.9,0,0,37.5,26.14,17.4,285326.77,17891.05,4136684.03,617.7,826.19,386571.44,781.2,78.78,0,280276.33,0,0,357404486.7,1675542.92,49941.05,65523782.5,0,2267678.07,0,26476655.66
1/02/2018,0,-2.07,-331,13.87,4220.21,16.25,4.39,609.64,0,69.67,0,230.18,0,0,35.7,24.92,17.8,287819.71,10750.67,3747066.13,428.79,4608.47,301881.15,781.79,74.77,0,135790.34,0,0,307437767.2,1227935.71,655780.41,48705496.38,0,5167247.52,0,18273491.91
1/03/2018,0,-1.48,-427.81,3.47,4488.34,1.85,0.95,744.63,0,90.72,0,231.6,0,0,34.7,24.16,18.3,372719.62,2808.38,3989951.43,108.88,1001.21,359124.38,775.54,63.72,0,74091.87,0,0,283523717.4,157191.27,57206.24,48081833.15,0,5745823.72,0,14758429.3
1/04/2018,0,-5.99,-511.42,0.11,4264.93,4.11,0.06,650.99,0,91.65,0,227.25,0,0,32,22.07,14.9,438717.38,91.51,3801154.86,203.69,58.73,324952.25,781.03,64.9,0,342580.34,0,0,274725627.4,290773.35,3774.74,43487124.74,0,5989848.5,0,13753902.77
1/05/2018,0,-5.08,-538.61,2.19,4392.63,2.01,0.06,597.47,0,77.45,0,222.33,0,0,27.9,18.49,8.3,465618.94,1724.47,3907842.22,113.75,67.37,300701.12,788.31,66.68,0,241349.61,0,0,291151781.5,161078.1,3462.43,41261851.17,0,5251160.88,0,12597108.76
1/06/2018,0,-7.54,-558.28,0.2,4440.44,7.89,0.49,543.35,0,82.01,0,217.88,0,0,25.4,16.16,6.9,482628.58,163.08,3949992.97,316.46,515.73,283389.4,793.78,83.34,0,443067.56,0,0,362143224.2,671538.25,56341.25,52203097.67,0,7360819.18,0,13675614.58
1/07/2018,0,-6.77,-378.34,1.83,4451.05,24.7,0.05,387.07,0,75.47,0,258.68,0,0,26.4,16.13,5.2,327222.74,1490.8,3961947.32,700.13,50.29,208132.83,798.78,71.65,0,327046.19,0,0,315313310.5,1760886.61,3682.1,31190871.62,0,5510308.86,0,14773583.05
1/08/2018,0,-16.82,-441.31,2,4387.83,38.99,0.05,416.05,0,71.1,2.24,352.18,0,0,29.5,16.42,5.2,378533.58,1580.56,3926099.38,1031.91,51.57,228993.97,785.32,85.93,0,1023602.72,0,0,371360334,3233475.43,6304.89,41416849.76,0,7152094.58,230309.81,23558125.61
1/09/2018,0,-18.94,-493.87,0.01,4359.97,36.12,0.04,263.55,0,40.83,27.23,361.6,0,0,28.9,18.63,12.1,427591.09,7.76,3884889.1,918.03,37.11,154828.57,789.48,83.46,0,1129787.59,0,0,359513463.3,2935266.56,2684.72,25041177.42,0,4476397.41,2049532.99,24423132.14
1/10/2018,0,-16.4,-368.67,3.72,4454.58,34,0.1,264.92,0,24.31,19.13,376.86,0,0,32.5,20.77,12.5,313471.2,3092.57,3958668.36,838.76,100.35,154703.96,793.72,80.71,0,948196.68,0,0,356255859,2678679.61,7656.83,23287377.4,0,2401687.09,1499690.41,27494638.58
1/11/2018,0,-37.8,-161.68,48.67,4148.66,24.87,0.32,384.06,0,47.58,30.52,487.45,0,0,37.9,22.15,14.1,131268.53,38633.17,3678779.49,679,338.25,208387.71,763.29,92.65,0,2628841.44,0,0,374968009.1,2250799.34,23802.81,40759985.73,0,5710837.54,2574521.76,42370650.59
1/12/2018,0,-12.03,-354.62,11.42,4635.56,19.75,0.61,334.68,0,79.88,35.12,463.87,0,0,35.7,0,17.2,297143.12,8919.05,4116191.99,581.2,643.9,181206.1,769.13,83.03,0,641341.89,0,0,377434940.5,1703189.52,61589.52,30901021.42,0,6728516.11,2364441.72,39108479.24
1/01/2019,0,-12.07,-405.05,9.57,4569.11,17.71,0.03,699.88,0,113.99,39.23,490.73,0,0,33.6,0,20.2,335708.51,7939.47,4058237.19,457.45,36.47,355549.35,739.89,97.21,0,819697.33,0,0,439372335.8,1806340.33,3662.31,75333631.72,0,11219905.29,3616653.04,49651119.32
1/02/2019,0,-13.11,-255.29,24.1,4016.54,18.54,1.61,598.74,0,109.72,21.03,416.03,0,0,34.8,0,18.9,213195.92,19426.24,3564162.16,521.33,1685.47,295581.92,742.86,86.43,0,830660.58,0,0,342586709.7,1604589.6,194584.08,55188262.63,0,9453596.11,1611889.2,35704416.76
1/03/2019,0,-17.17,-397.01,8.18,4464.11,18.46,0.11,721.23,0,120.17,33.02,435.63,0,0,37.7,0,15.3,330637.19,6354.84,3971405.91,468.63,114.22,355219.05,743.11,83.18,0,1107067.24,0,0,366366989.9,1485378.08,8827.47,62478095.03,0,10128229.36,2657965.86,34785049.28
1/04/2019,0,-10.15,-467.2,1.08,4230.61,5.61,1.75,307.08,0,115.18,62.05,435.52,0,0,29.4,0,15.8,383037.23,889.57,3737469.74,266.88,1842.04,172152.83,753.94,70.25,0,475391.18,0,0,296188253.8,415343,219972.82,22385117.01,0,8153521.6,4197796.38,27174137.24
1/05/2019,0,-9.55,-374.58,4.63,4197.03,0.11,2.4,409.59,0,112.08,53.44,395.12,0,0,27.6,0,7.7,301751.95,3789.22,3709636.76,35.17,2544.05,225221.16,759.76,74.85,0,450137.65,0,0,312091759,62175.54,268407.25,32655365.76,0,8416028.01,3866593.42,24311856.13
1/06/2019,0,-11.75,-363.9,8.17,4007.56,18.4,4.06,517.89,0,104.74,46.04,360.64,0,0,27.5,0,7.6,298684.43,6729.27,3563791.43,400.97,4261.61,273485.3,756.63,88.3,0,743575.67,0,0,349081429.6,1467213.41,633304.93,52364312.85,0,9862761.15,3872274.32,24087683.87
1/07/2019,0,-17.55,-335.6,12,4051.84,27.96,1.48,452.19,0,94.15,37.01,452.37,0,0,27.1,0,7.4,265474.14,9245.31,3602181.27,751.94,1549.38,233399.1,749.95,68.72,0,739000.93,0,0,275922278.3,1895112.53,122221.11,35022798.92,0,6885584.4,2405425.56,22450634.14
1/08/2019,0,-13.83,-564.59,3.05,4109.94,36.65,1.33,474.28,0,63.78,55.2,551.47,0,0,28.7,0,7.7,455562.73,2310.46,3676096.97,929.35,1394.9,243755.73,735.37,65.66,0,273180.76,0,0,265882836.4,2302464.38,102805.59,38484712.5,0,4531736.59,3492943.25,17003318.24
1/09/2019,0,-3.96,-654.65,0.29,3988.99,31.78,0.55,467.65,0,59.97,62.72,611.9,0,0,34.8,0,10.4,533093.92,194.48,3562544.67,817.48,581.59,251411.47,719.01,63.87,0,-3295.91,0,0,254397641.6,2049043.56,108188.95,36688633.52,0,4033838.17,3778178.54,13134708.39
1/10/2019,0,-24.26,-547.62,1.49,4161.76,21.19,0.44,452.7,0,59.28,61.92,643.72,0,0,30.8,0,12.3,443917.29,1020.52,3716086.42,568.36,461.13,238628.38,727.21,77.57,0,1282126.78,0,0,316933924.7,1659527.43,72570.63,40493148.7,0,5536047.4,4728551.57,34202082.59
1/11/2019,0,-21.74,-279.54,10.66,4039.65,22.38,0.24,390.07,0,32.21,64.92,751.34,0,0,34.8,0,15.1,218245.62,8194.52,3585664.36,560.63,248.42,204841.94,714.8,63.45,0,597663.53,0,0,253907424.2,1446619.78,11230.47,27963595.95,0,2756746.09,4091481.04,35565878.47
1/12/2019,0,-19.33,-152.86,80.48,4223.46,18.58,0.08,459.6,0,26.68,60.47,792.42,0,0,41.2,0,17.4,118284.51,63934.95,3759823.86,562.75,86.66,242269.21,719.25,56.9,0,826254.21,0,0,236101713.1,1086942.82,4417.16,29177788.88,0,2021325.04,3301569.69,40126868.4
1/01/2020,0,-17.08,-267.14,23.89,4505.35,11.06,0.15,644.04,0,39.74,46.61,662.51,0,0,33.5,0,20.7,217794.39,19108.93,3998100.81,286.35,152.19,318137.02,728.96,72.03,0,783700.61,0,0,313603865.2,689528.52,10707.46,60653909.56,0,5207365.63,3196855.23,44401439.51
1/02/2020,0,-14.9,-219.38,30.23,4168.59,18.83,0.47,599.29,0,44.49,41.81,580.51,0,0,34.5,0,19.9,177873.09,22887.4,3706185.49,384.83,496.05,291332.43,732.09,55.75,0,699651.98,0,0,229195421.5,1028921.12,41771.7,36981854.67,0,2861942.83,2213512.66,30336852.29
1/03/2020,0,-18.24,-443.36,18.07,4037.28,3.09,0.2,749.56,0,50.16,93.82,657.34,0,0,33.4,0,17.3,349321.57,14171.35,3586528.18,71.34,206.75,362471.57,702.05,43,0,413820.87,0,0,169983304.9,190297.69,12157.8,33870382.05,0,2535579.27,3722406.55,22419513.31
1/04/2020,0,-15.83,-310.82,10.13,3738.71,0.48,0.03,515.89,0,36.18,86.82,630.71,0,0,33.6,0,14.1,237105.52,7675.11,3312993.66,44.47,34.52,257245,711.99,38.28,0,218984.37,0,0,142906915.2,34588.5,1069.77,21348713.46,0,1883118.9,3064176.58,17370022.67
1/05/2020,0,-18.75,-390.66,1.79,3741.34,-0.52,0.04,556.5,0,56.19,144.15,515.49,0,0,27.1,0,10.2,309326.07,1384.58,3314695.61,1,36.9,275251.41,712.62,33,0,-290287.02,0,0,122060459.4,3033.01,1524.88,21559850.26,0,2452868.24,4686579.59,6223093.85
1/06/2020,0,-17.77,-448.27,0.38,3624.84,13.94,0.02,763.63,0,47.61,143.34,465.72,0,0,26.1,0,9.1,359169.23,304.12,3203832.69,290.49,25.9,366399.49,699.19,35.01,0,104143.66,0,0,126132602.8,453463.75,796.24,29797903.21,0,2347186.72,4697775.66,8621696.41
1/07/2020,0,-20.89,-409.85,0.17,3724.65,14.66,0.05,773.02,0,67.1,126.92,511.83,0,0,25.4,0,7.6,318329.2,136.52,3276398.31,334.05,57.03,377083.52,696.72,40.3,0,248703.07,0,0,147397253,607316.24,1826.31,35082968.74,0,3326553.99,4726688.67,11688585.55
1/08/2020,0,-30.34,-559.16,0.28,3858.15,21.92,0.38,536.83,0,61.94,112.35,634.72,0,0,27.2,0,8,435031.24,178.75,3395594.24,591.31,396.76,271401.87,697.24,32.95,0,-175060.91,0,0,126493394.5,703566.35,16863.87,22079295.93,0,2842573.78,3592513.96,5221827
1/09/2020,0,-30.57,-278.35,0.64,3580.14,31.47,0.07,299.97,0,62.7,150.9,663.23,0,0,31.4,0,10.3,215847.66,479.08,3146890.74,792.52,72.57,161287.06,690.52,29.6,0,-167115.75,0,0,106547210.7,909618.69,1990.21,11582111.91,0,2639796.59,4205313.4,4967162.98
1/10/2020,0,-30.52,-458.8,0.06,3880.61,30.71,0.32,443.22,0,52.76,134.61,745.58,0,0,30.5,0,14.6,360035.42,42.35,3440540.6,781.37,337.23,223556.09,688.8,37.49,0,315816.18,0,0,143874927.1,1136261.33,15936.5,20157347.63,0,2662011.75,5005201.33,16228575.36
1/11/2020,0,-32.48,-280.39,2.83,3897.99,25.83,0.13,376.1,0,72.02,126.57,877.59,0,0,32.2,0,15.5,216591.61,2043.24,3464539.95,616.69,136.05,195997.56,680.34,50.01,0,623038.27,0,0,190034605.1,1236399.48,8949.35,24106972.83,0,4362048.07,5746837.26,32147708.99
1/12/2020,0,-18.69,-214.02,31.52,4274.14,11.65,3.83,515.65,0,29.98,130.88,776.11,0,0,33.9,24.97,17.3,167961.72,23333.31,3771438.08,313.87,4018.03,262554.56,702.7,58.38,0,568561.31,0,0,240835389,676578.33,474360.15,36870710.7,0,2645219.62,6394327.26,42827118.23
1/01/2021,0,-18.04,-256.74,27.99,4112.68,11.2,0.52,457.48,0,105.02,142.59,764.54,0,0,35.3,24.97,18.5,199316.51,20513.4,3635475.38,258.38,546.41,225190.34,688.7,42.64,0,499152.88,0,0,173020742.7,473882.06,42853,22549039.75,0,4806425.23,5608206.32,28045162.57
1/02/2021,0,-3.27,-128.92,59.12,3734.42,14.62,1.15,447.21,0,82.47,95.45,680.65,0,0,29.7,25.1,19.7,99595.42,44795.88,3304867.41,336.62,1206.98,219869.52,696.68,44.73,0,89636.17,0,0,162572669.3,590832,315142.55,24200644.11,0,3861240.41,3930552.68,23910079.29
1/03/2021,0,-9.3,-174,37.32,4009.94,1.79,1.32,492.2,0,84.24,139.39,677.6,0,0,32.9,23.77,16.8,132986.19,28266.36,3554691.19,118.68,1386.31,243706.11,702.44,50.39,0,89039.3,0,0,195650572.5,101959.47,178165.4,31986405.96,0,4702288.6,5899699.13,21001341.5
1/04/2021,0,-24.73,-356.54,8.87,3908.66,0.88,0.33,359.56,0,98.86,133.22,590.2,0,0,32.7,20.5,12,279925.2,6371.69,3448107.77,62.41,342.85,189627.79,712.94,60.06,0,186921.23,0,0,226932547.5,71259.44,15343.03,31723077.79,0,6886479.32,5908647.13,16383283.78
1/05/2021,0,-30.83,-272.18,16.05,3755.7,0.84,17.98,432.29,0,104.78,152.88,582.94,0,0,27.5,18.07,8.8,209035.21,12056.74,3327274.96,62.42,18875.77,244554.36,712.91,138,0,315534.26,0,0,419570530.3,86479.54,12831657.82,120592685.2,0,30769013.91,11290550.66,28326444.51
1/06/2021,0,-34.54,-223.12,36.05,3388.32,14.9,13.93,769.9,0,99.69,146.35,518.9,0,0,23.9,15.79,6.8,164629.5,27883.83,3000313.04,338.88,14618.79,397020.16,692.45,245.3,0,1433974.25,0,0,727861782.6,2912937.92,11136110.76,290477968.4,0,37660885.46,21238340.56,40110673.49
1/07/2021,0,-45.48,-288.57,17.73,3800.41,25.98,28.53,527.21,0.01,105.35,175.25,614.63,0,0,25.8,15.74,6.3,208671.2,13306.74,3357724.55,567.81,29952.5,275574.23,699.14,157.33,0,2064298.9,0,0,550946535.3,3743520.18,13435552.57,122200496.8,351.47,24555846.91,23155396.38,35364660.68
1/08/2021,0,-39.71,-285.46,9.67,3754.75,32.88,3.16,403.39,0.01,49.33,179.94,702.99,0,0,27.4,17.35,7,211954.3,6967.59,3310946.87,826.75,3313.11,205918.11,689.26,58.64,0,584492.47,0,0,215372277.2,1871208.24,357062.27,30071372.2,206.3,4930002.28,10342631.02,13006842.99
1/09/2021,0,-37.24,-177.92,12.55,3552.54,20.93,3.32,293.54,0.14,64.66,175.73,745.65,0,0,29.4,18.82,9.9,131484.79,8960.68,3128958.91,543.29,3489.55,150744.61,679.26,59.05,0,-1873.78,0,0,203804193.4,1353730.91,382621.91,23361208.7,-1128.63,5294864.12,10310728.31,11366901.86
1/10/2021,0,-32.21,-130.93,30.98,3656.65,27.54,8.04,374.04,0,82.33,127.68,877.51,0,0,36.3,22.3,12.6,92019.37,22231.62,3225862.63,708.85,8441.8,206132.35,671.37,75.71,193.71,-146419.21,0,0,263777766.1,2066833.74,1403143.05,37136077.09,16.36,9228232.81,9666708.48,17555486.41
1/11/2021,-0.02,-39.08,-133.34,38.01,3724.86,18.49,2.43,381,0,74.65,151.79,815.24,0,0,30.8,22.89,12.4,96211.29,28956.35,3296936.69,480.23,2552.89,206616.33,683.22,106.06,5688.58,1526011.52,0,0,376688125.4,1955251.47,528068.57,51951492.5,486.64,12231801.56,12917987.6,69036046.25
1/12/2021,-0.4,-59.19,-74.3,101.28,3774.55,12.06,3.59,450.16,0,70.45,121.07,1008.99,0,0,32.8,24.19,17.9,51656.6,70195.17,3343166.11,317.71,3766.07,231701.61,665.19,151.13,28554.83,2772103.81,0,0,516940923.8,1536998.86,6515057.43,114496226.5,2198.35,29371985.96,12552654.87,74180813.6
1/01/2022,-0.53,-78.86,-32.49,208.16,3819.3,12.29,2.34,449.16,0.05,104.64,145.23,950.18,0,0,31.8,25.22,19.3,21335.46,149034.13,3387345.86,255.61,2455.59,240960.06,673.67,155.34,56929.11,6391612.87,0,0,556385530.4,1621649.27,2797121.81,104871632.8,7875.74,30960999.57,16563488.83,98000324.31
1/02/2022,-0.39,-47.45,-66.24,123.4,3431.23,6.42,2.92,382.62,0.25,112.24,144.7,860.58,0,0,35.1,23.9,18.1,46633.58,86682.39,3051304.76,138.08,3069.81,207073.78,666.96,194.08,30981.04,3699773.91,0,0,593392449.7,1384790.3,10571782.78,142248401.6,21623.04,37773412.77,15895351.04,131168550.8
1/03/2022,-0.37,-45.56,-163.73,23.2,4102.36,-0.5,1.21,465.45,0.23,110.15,125.09,876.08,0,0,34.3,23.99,18.3,119718.09,16058.27,3619681.55,0,1274.47,244631.49,684.78,171.95,46979.61,3812842.47,0,0,645418492,0,4481114.51,131335566.9,150722.97,34982653.99,11935206.1,78749285.21
1/04/2022,-1.58,-57.81,-143.79,26.82,3572.82,-0.44,4.07,402.55,1.01,92.13,168.88,721.19,0,0,29.7,21.69,16.2,102932.92,18984.05,3143625.18,0,4270.79,223564.35,686.92,235.96,202377.99,6820731.37,0,0,813451965.2,0,2832420.98,116550806.1,666981.77,32561406.75,33309525.03,104967361.4
1/05/2022,-3.86,-43.3,-164.52,23.07,3564.78,-0.56,7.67,631.57,2.96,113.05,159.56,533.04,0,0,27.9,19.69,11.2,117219.94,14712.52,3143069.98,0,8053.23,324708.73,699.36,367.62,905311.27,9206301.84,0,0,1263066534,0,7264579.92,264649470.3,2739038.3,55087223.6,51014278.4,127439133.8
